w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,coords,town_ID,CCAA_ID
7.399999999999999,7.399999999999999,7.0,7.0,7.399999999999999,6.6000000000000005,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.8,7.399999999999999,7.8,7.8,7.8,8.200000000000001,8.200000000000001,9.0,9.0,9.0,9.4,9.4,9.0,8.600000000000001,8.200000000000001,7.8,7.8,7.399999999999999,7.8,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.8,8.200000000000001,8.600000000000001,9.0,9.0,9.4,9.4,9.0,8.600000000000001,9.0,8.200000000000001,7.399999999999999,7.8,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.0,"(40.07653762,-2.13152306)",2295,8
7.0,7.0,7.399999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.399999999999999,7.199999999999999,7.4,7.6,7.8,7.8,7.6,7.200000000000001,8.600000000000001,8.8,8.0,8.8,8.8,8.8,9.2,9.0,8.8,8.4,8.0,8.0,7.6,8.0,8.0,7.199999999999999,7.6,8.0,8.0,8.200000000000001,8.600000000000001,8.600000000000001,9.2,9.0,9.4,9.4,9.0,9.0,9.0,7.8,7.6,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.0,7.399999999999999,7.0,7.399999999999999,"(42.14062739,-0.40842276)",3416,2
6.4,6.200000000000001,6.4,6.200000000000001,6.200000000000001,5.6000000000000005,7.4,6.4,6.400000000000001,6.800000000000001,7.199999999999999,6.4,7.4,7.4,7.6,8.200000000000001,7.6,8.0,7.800000000000001,7.6,8.4,8.4,8.8,8.8,8.8,8.8,9.0,9.2,9.2,9.4,9.2,9.2,9.2,9.4,9.2,9.0,8.8,9.2,8.8,8.4,8.8,8.4,8.0,7.6,4.800000000000001,6.200000000000001,5.800000000000001,6.0,6.4,5.4,7.4,7.000000000000001,2.8,"(43.34911111,-4.050638889)",5864,6
7.0,7.399999999999999,6.6000000000000005,6.6000000000000005,5.6,6.4,7.8,7.399999999999999,7.000000000000001,7.200000000000001,7.399999999999999,7.0,7.4,7.8,7.8,8.600000000000001,7.8,8.200000000000001,8.600000000000001,8.200000000000001,8.200000000000001,9.0,9.0,7.8,9.0,9.0,8.600000000000001,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.0,9.0,9.4,9.0,9.0,9.0,8.200000000000001,7.4,7.8,6.6000000000000005,7.8,7.000000000000001,7.4,6.6000000000000005,6.2,7.4,7.8,3.6,"(43.39474647,-5.66321486)",5061,3
7.2,7.0,7.0,6.4,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.8,7.8,7.8,7.8,8.200000000000001,8.600000000000001,7.8,9.0,9.0,9.0,9.0,8.600000000000001,9.4,9.4,9.0,9.0,8.600000000000001,8.600000000000001,8.600000000000001,8.200000000000001,8.600000000000001,8.200000000000001,9.0,8.600000000000001,9.0,9.0,9.4,9.4,9.2,9.0,9.0,9.0,8.8,8.0,7.8,7.399999999999999,7.399999999999999,6.800000000000001,7.6,7.2,7.6,7.6,7.6,"(41.92838354,2.25573569)",1161,9
7.8,7.8,7.4,6.6000000000000005,8.4,8.0,8.200000000000001,8.200000000000001,8.8,9.0,9.0,8.200000000000001,7.8,9.0,9.0,8.200000000000001,9.4,9.0,8.4,9.0,8.4,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,7.8,7.8,7.8,7.6,7.199999999999999,7.399999999999999,7.399999999999999,7.8,7.8,7.8,7.8,8.200000000000001,8.200000000000001,8.600000000000001,8.600000000000001,9.0,9.4,9.4,9.4,7.8,8.600000000000001,8.600000000000001,7.8,8.600000000000001,7.8,8.200000000000001,8.200000000000001,8.200000000000001,"(39.14944832,-0.43554456)",7024,10
7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,8.200000000000001,8.600000000000001,8.200000000000001,8.600000000000001,8.600000000000001,9.0,9.0,9.0,9.4,9.4,9.4,9.4,9.0,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,7.8,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.8,8.200000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,9.4,7.399999999999999,9.4,9.0,8.600000000000001,8.600000000000001,8.200000000000001,7.4,8.600000000000001,7.8,7.8,7.8,7.399999999999999,"(37.0142215,-4.55804451)",4495,1
8.0,8.0,7.8,7.8,7.8,7.8,8.0,8.0,8.200000000000001,9.0,8.8,7.8,8.600000000000001,9.0,9.0,7.8,9.0,9.4,8.600000000000001,9.0,9.0,9.0,8.200000000000001,8.200000000000001,7.8,7.8,7.399999999999999,7.399999999999999,7.399999999999999,6.6000000000000005,7.399999999999999,7.399999999999999,7.8,7.399999999999999,7.8,8.200000000000001,6.6000000000000005,8.4,8.8,8.8,9.2,9.6,9.6,9.2,9.2,8.4,8.4,7.6,8.0,7.8,7.6,8.0,7.8,"(38.82288129,-0.60649062)",7191,10
7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.0,7.8,7.8,7.8,8.200000000000001,8.600000000000001,7.8,9.0,8.600000000000001,8.600000000000001,9.0,9.0,9.4,9.4,8.600000000000001,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,7.399999999999999,7.399999999999999,7.399999999999999,6.6000000000000005,7.0,6.6000000000000005,6.6000000000000005,6.6000000000000005,7.399999999999999,7.0,7.0,7.8,8.200000000000001,8.200000000000001,8.600000000000001,8.600000000000001,9.0,9.4,9.4,9.0,7.8,8.600000000000001,7.8,7.8,7.8,7.0,7.8,7.8,7.399999999999999,"(38.01149823,-3.3711916)",3603,1
7.199999999999999,7.199999999999999,7.199999999999999,7.0,7.4,7.4,7.6,7.6,7.4,8.200000000000001,7.800000000000001,7.4,8.200000000000001,8.200000000000001,8.6,8.200000000000001,8.6,9.2,8.8,9.2,9.0,8.6,8.200000000000001,7.800000000000001,7.800000000000001,7.4,7.4,7.4,7.4,7.0,7.0,7.0,7.4,7.4,8.0,8.0,8.200000000000001,8.4,8.4,8.8,9.2,9.2,9.4,8.8,8.4,8.0,7.6,7.6,7.6,7.6,7.8,7.6,7.0,"(38.62963811,-0.86138343)",274,10
7.8,8.600000000000001,8.600000000000001,7.8,8.200000000000001,7.8,7.8,7.8,7.8,8.600000000000001,9.0,8.200000000000001,8.600000000000001,9.0,9.0,9.0,9.0,9.4,9.4,9.4,9.0,9.4,9.4,8.600000000000001,8.600000000000001,9.0,8.600000000000001,8.200000000000001,8.200000000000001,8.600000000000001,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.600000000000001,9.0,8.600000000000001,9.4,8.200000000000001,9.4,9.4,9.0,9.4,9.0,9.0,9.0,8.600000000000001,7.8,8.200000000000001,8.600000000000001,8.600000000000001,8.600000000000001,7.8,"(36.73725905,-5.1654186)",4563,1
6.4,7.199999999999999,5.800000000000001,6.6000000000000005,5.2,5.2,6.200000000000001,7.199999999999999,5.800000000000001,7.000000000000001,7.199999999999999,7.0,7.000000000000001,7.4,7.6,8.0,7.4,7.800000000000001,7.6,7.800000000000001,8.0,8.4,8.4,8.4,8.8,8.8,8.8,9.2,8.8,8.8,9.2,9.2,8.8,9.2,9.2,8.8,8.8,8.8,9.0,8.8,8.8,7.6,8.4,8.0,5.800000000000001,7.200000000000001,6.4,7.199999999999999,7.6,6.200000000000001,6.0,6.6000000000000005,4.4,"(43.30474474,-8.505070236)",2137,12
7.199999999999999,5.4,6.6000000000000005,6.6000000000000005,5.6000000000000005,5.800000000000001,7.4,6.800000000000001,6.600000000000001,6.800000000000001,7.199999999999999,6.800000000000001,7.4,7.200000000000001,7.6,8.0,7.6,8.0,8.4,7.6,8.4,8.600000000000001,9.0,8.4,9.0,9.0,9.4,9.0,9.4,9.4,9.4,9.4,9.2,9.4,9.4,9.0,8.4,9.2,8.4,8.4,8.8,7.200000000000001,7.6,7.200000000000001,5.2,7.6,6.200000000000001,6.600000000000001,6.4,5.800000000000001,7.4,7.6,2.4,"(43.38375,-3.217666667)",5797,6
7.0,6.2,7.0,5.4,4.4,5.6,6.800000000000001,6.2,6.0,6.600000000000001,7.6,7.4,7.200000000000001,7.6,7.4,9.0,7.4,8.600000000000001,8.8,7.6,8.8,8.600000000000001,9.2,8.8,9.4,9.4,9.4,9.4,9.0,9.4,9.0,9.0,9.4,9.0,9.0,9.4,9.0,9.4,9.4,8.200000000000001,9.0,8.600000000000001,9.0,7.8,4.4,7.000000000000001,7.000000000000001,6.6000000000000005,6.6000000000000005,4.800000000000001,7.399999999999999,7.0,3.6,"(43.16798721,-2.63090395)",7525,16
