w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,coords
7.399999999999999,7.399999999999999,7.0,6.2,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.8,7.8,7.8,8.200000000000001,8.600000000000001,7.4,8.600000000000001,8.600000000000001,9.0,9.4,9.0,9.0,9.0,9.0,9.0,8.600000000000001,8.600000000000001,8.200000000000001,7.8,7.8,7.8,8.600000000000001,7.8,7.8,8.200000000000001,9.0,9.4,9.4,9.0,9.0,8.600000000000001,8.600000000000001,7.8,7.8,7.8,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,"(42.00694,2.02667)"
7.0,7.0,7.0,6.6000000000000005,7.0,7.0,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.0,7.399999999999999,7.8,7.8,7.8,7.4,8.200000000000001,9.0,8.200000000000001,9.0,9.0,9.4,9.4,9.4,9.0,8.600000000000001,8.600000000000001,9.0,8.600000000000001,8.200000000000001,8.600000000000001,8.600000000000001,9.0,9.0,9.0,9.0,9.4,9.0,9.0,8.200000000000001,8.200000000000001,8.600000000000001,7.8,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.0,7.399999999999999,7.399999999999999,7.399999999999999,"(41.81333,2.09528)"
7.399999999999999,7.0,7.399999999999999,7.0,7.399999999999999,7.399999999999999,7.8,7.8,7.8,7.8,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,9.0,9.0,8.600000000000001,9.0,9.4,9.4,9.4,9.4,8.600000000000001,8.600000000000001,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,7.8,7.399999999999999,7.8,8.200000000000001,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.600000000000001,8.600000000000001,9.0,9.4,9.4,9.0,9.0,8.600000000000001,7.8,7.8,7.8,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,"(41.72,1.84028)"
7.399999999999999,7.6,7.6,7.0,7.399999999999999,7.399999999999999,8.0,8.0,7.8,7.8,8.200000000000001,7.8,8.200000000000001,8.200000000000001,9.0,9.0,8.200000000000001,9.0,9.4,9.0,9.4,9.4,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,7.8,7.8,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.600000000000001,8.600000000000001,9.0,9.4,9.4,9.4,9.2,9.2,9.2,7.8,7.200000000000001,8.0,7.6,7.6,7.399999999999999,7.6,7.6,7.0,"(41.57889,1.61778)"
7.6,7.399999999999999,7.199999999999999,7.6,7.6,7.0,7.6,7.6,7.4,7.6,7.4,7.4,7.4,7.4,8.0,7.800000000000001,7.4,8.6,8.6,8.6,8.6,8.8,9.2,9.2,9.0,8.8,8.4,8.4,8.4,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.4,8.200000000000001,7.800000000000001,9.0,9.2,9.0,9.0,8.4,8.8,8.8,8.8,8.0,7.6,7.6,7.6,7.8,7.6,7.8,7.8,7.199999999999999,"(41.39056,2.2)"
7.8,7.399999999999999,7.8,7.8,7.8,7.8,7.8,7.8,7.8,8.200000000000001,8.200000000000001,7.8,8.200000000000001,8.200000000000001,8.600000000000001,8.600000000000001,8.600000000000001,9.0,9.0,9.0,9.0,9.4,9.4,9.4,9.4,9.4,9.0,9.0,8.600000000000001,8.600000000000001,9.0,9.0,9.4,9.4,9.4,9.0,9.4,9.4,9.4,9.4,8.200000000000001,9.0,9.0,9.0,8.600000000000001,8.600000000000001,8.200000000000001,7.8,7.8,7.8,7.8,7.8,7.8,"(41.375,2.17389)"
7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.6,7.399999999999999,7.8,7.8,7.6,7.6,8.200000000000001,7.8,8.200000000000001,8.200000000000001,9.0,9.0,8.600000000000001,9.0,9.4,9.4,9.4,9.4,8.600000000000001,8.600000000000001,8.600000000000001,8.0,8.0,8.0,8.0,7.6,7.6,8.0,8.0,8.0,8.0,8.0,9.0,8.600000000000001,9.4,9.4,9.0,8.600000000000001,9.0,9.0,8.600000000000001,8.200000000000001,7.8,7.8,7.8,7.399999999999999,7.8,7.8,7.399999999999999,"(41.61278,2.16833)"
8.0,8.600000000000001,8.200000000000001,8.600000000000001,8.4,8.8,8.8,9.0,8.8,8.8,9.0,8.8,8.8,8.8,8.8,8.8,9.0,8.8,9.2,8.8,8.8,8.8,9.2,8.4,9.2,9.2,9.2,9.2,8.8,8.4,9.2,8.8,9.2,9.2,9.2,9.2,9.2,9.2,8.600000000000001,9.4,9.4,9.4,9.4,9.0,8.8,9.0,9.0,8.600000000000001,8.600000000000001,8.200000000000001,8.200000000000001,8.600000000000001,9.0,"(41.52361,2.10306)"
7.8,7.8,7.8,7.000000000000001,7.8,7.8,7.8,7.8,7.8,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.600000000000001,8.600000000000001,9.0,9.0,9.0,9.0,9.0,9.0,9.4,9.4,9.0,9.0,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,7.8,9.0,9.0,9.4,9.4,9.4,9.4,9.4,9.0,8.600000000000001,7.8,8.200000000000001,7.8,7.4,7.8,7.8,7.8,9.0,"(41.505,2.3625)"
7.8,7.8,7.8,7.4,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,8.200000000000001,8.200000000000001,8.600000000000001,9.0,8.200000000000001,9.0,9.0,9.0,9.4,9.4,9.0,9.0,8.600000000000001,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.200000000000001,8.600000000000001,8.600000000000001,9.4,9.4,8.600000000000001,9.0,9.0,9.0,8.600000000000001,8.200000000000001,8.200000000000001,7.8,7.8,7.8,7.8,7.8,7.399999999999999,"(41.5875,2.54)"
7.399999999999999,7.399999999999999,7.399999999999999,6.6000000000000005,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.8,7.8,7.8,7.8,7.8,7.8,8.200000000000001,7.8,8.600000000000001,9.0,9.0,9.0,9.0,9.4,9.4,9.4,9.0,8.600000000000001,8.600000000000001,8.600000000000001,8.200000000000001,8.200000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,9.0,9.4,9.4,9.4,9.4,8.200000000000001,9.0,9.0,8.600000000000001,7.8,7.8,7.8,7.0,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,"(41.65083,2.69694)"
7.199999999999999,7.199999999999999,7.199999999999999,6.800000000000001,7.199999999999999,7.199999999999999,7.6,7.6,7.6,7.6,7.6,7.6,7.6,8.0,8.0,8.4,8.4,8.8,8.8,8.8,9.4,9.4,9.4,9.0,8.4,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,7.6,8.0,8.200000000000001,8.0,8.200000000000001,8.0,8.600000000000001,8.8,9.0,9.2,9.2,9.4,8.4,9.0,9.0,8.0,7.200000000000001,7.6,7.6,7.6,7.6,7.6,7.6,7.199999999999999,"(41.67694,2.805)"
7.399999999999999,7.399999999999999,7.399999999999999,7.0,7.399999999999999,7.399999999999999,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,8.200000000000001,8.600000000000001,7.8,9.0,9.0,9.0,9.0,9.4,9.4,9.0,9.0,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,9.0,9.0,9.4,9.4,9.4,9.4,9.0,8.600000000000001,8.600000000000001,9.0,9.0,8.200000000000001,7.8,7.8,7.8,7.8,7.399999999999999,7.8,7.8,7.399999999999999,"(41.80778,3.03083)"
7.0,7.0,7.0,5.0,7.0,7.0,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.0,7.8,7.8,7.000000000000001,7.8,7.8,7.8,8.600000000000001,8.200000000000001,8.200000000000001,8.600000000000001,9.4,9.4,9.0,9.4,9.0,8.200000000000001,8.600000000000001,9.0,9.4,9.0,8.200000000000001,9.0,9.0,9.0,7.8,7.8,8.200000000000001,7.8,8.600000000000001,7.8,7.399999999999999,7.0,7.0,6.2,7.399999999999999,7.0,7.399999999999999,7.399999999999999,7.0,"(42.25833,2.36444)"
7.199999999999999,7.399999999999999,7.0,6.800000000000001,7.199999999999999,6.800000000000001,7.399999999999999,7.399999999999999,7.199999999999999,7.199999999999999,7.8,7.399999999999999,7.199999999999999,6.6000000000000005,7.8,7.8,6.2,7.6,7.8,8.200000000000001,8.200000000000001,7.8,8.600000000000001,8.600000000000001,9.4,9.0,9.0,8.600000000000001,8.600000000000001,9.0,8.600000000000001,8.600000000000001,9.4,9.4,8.600000000000001,8.200000000000001,8.600000000000001,9.0,9.0,8.600000000000001,7.8,7.4,8.600000000000001,7.8,6.800000000000001,7.399999999999999,6.6000000000000005,6.6000000000000005,7.399999999999999,7.0,7.399999999999999,7.399999999999999,7.0,"(42.31694,2.10278)"
7.399999999999999,7.399999999999999,7.399999999999999,6.6000000000000005,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.8,7.8,7.8,7.8,8.200000000000001,8.600000000000001,7.000000000000001,8.600000000000001,9.0,9.0,9.0,9.0,9.0,9.4,9.0,8.600000000000001,8.600000000000001,8.600000000000001,7.8,8.200000000000001,8.600000000000001,8.600000000000001,9.0,7.8,9.0,8.200000000000001,9.4,9.4,9.4,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,7.8,7.399999999999999,7.399999999999999,7.0,7.0,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.8,"(42.19139,2.19611)"
7.399999999999999,7.0,7.399999999999999,6.6000000000000005,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.8,7.399999999999999,7.8,7.8,7.8,7.4,7.4,8.200000000000001,7.8,8.600000000000001,9.0,9.0,9.4,9.0,9.4,9.4,9.0,8.600000000000001,8.200000000000001,8.200000000000001,8.600000000000001,8.200000000000001,7.8,8.200000000000001,8.600000000000001,8.600000000000001,8.200000000000001,9.4,9.4,9.4,9.4,9.0,9.0,8.600000000000001,8.200000000000001,7.8,7.8,7.8,7.399999999999999,7.399999999999999,7.6,7.0,7.399999999999999,7.6,7.0,"(41.84694,2.2225)"
7.2,7.0,7.0,6.4,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.8,7.8,7.8,7.8,8.200000000000001,8.600000000000001,7.8,9.0,9.0,9.0,9.0,8.600000000000001,9.4,9.4,9.0,9.0,8.600000000000001,8.600000000000001,8.600000000000001,8.200000000000001,8.600000000000001,8.200000000000001,9.0,8.600000000000001,9.0,9.0,9.4,9.4,9.2,9.0,9.0,9.0,8.8,8.0,7.8,7.399999999999999,7.399999999999999,6.800000000000001,7.6,7.2,7.6,7.6,7.6,"(41.92611,2.3175)"
7.399999999999999,7.6,7.399999999999999,6.800000000000001,7.399999999999999,7.399999999999999,7.8,8.0,7.8,7.8,8.0,7.6,8.4,7.6,8.4,8.8,7.6,9.2,9.2,9.2,9.6,9.2,9.2,9.2,8.8,8.4,8.0,8.4,8.0,8.0,8.0,8.4,8.4,8.4,8.8,8.8,9.6,9.2,9.6,9.2,8.8,8.8,9.2,8.8,8.0,7.6,8.0,7.2,7.6,7.6,7.6,7.399999999999999,8.200000000000001,"(42.05278,2.55111)"
6.800000000000001,7.0,6.800000000000001,6.2,7.399999999999999,6.800000000000001,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.0,7.399999999999999,6.6000000000000005,7.8,7.4,7.4,7.8,8.200000000000001,8.200000000000001,8.600000000000001,9.0,9.0,9.4,9.4,9.4,8.600000000000001,8.600000000000001,9.0,9.0,8.600000000000001,8.600000000000001,9.4,9.4,8.600000000000001,8.600000000000001,8.600000000000001,9.4,9.0,8.600000000000001,7.8,7.000000000000001,8.600000000000001,7.8,7.399999999999999,7.0,7.399999999999999,6.2,7.399999999999999,6.800000000000001,7.399999999999999,7.399999999999999,6.800000000000001,"(41.88083,2.51333)"
7.8,7.199999999999999,7.199999999999999,6.0,7.6,7.6,7.6,7.6,7.6,7.800000000000001,8.4,7.800000000000001,8.200000000000001,8.200000000000001,8.6,8.8,8.200000000000001,8.6,9.0,8.6,9.2,9.2,8.200000000000001,8.200000000000001,7.800000000000001,7.800000000000001,7.4,8.0,7.800000000000001,7.4,7.4,7.800000000000001,7.4,7.800000000000001,8.0,8.4,8.4,8.4,8.8,8.8,8.8,8.8,8.8,8.8,8.4,8.0,7.6,7.4,7.8,7.8,7.8,7.8,7.6,"(41.91167,2.76333)"
8.0,7.8,7.8,6.2,7.8,7.8,7.8,7.8,7.8,8.200000000000001,8.600000000000001,8.200000000000001,8.600000000000001,8.600000000000001,9.0,9.0,8.200000000000001,9.0,9.4,9.4,9.4,9.0,8.600000000000001,8.200000000000001,8.200000000000001,7.8,7.8,7.8,7.8,7.399999999999999,7.399999999999999,7.4,7.8,7.8,7.8,8.200000000000001,8.600000000000001,8.600000000000001,9.0,9.0,9.0,9.4,9.6,9.2,8.600000000000001,8.200000000000001,8.0,8.0,8.0,8.0,8.0,8.0,7.8,"(41.97222,2.81944)"
7.399999999999999,7.399999999999999,7.399999999999999,6.6000000000000005,7.399999999999999,7.399999999999999,7.8,7.8,7.8,7.8,8.200000000000001,8.200000000000001,8.200000000000001,7.8,9.0,9.0,7.4,9.0,9.4,9.0,9.4,9.4,9.0,8.600000000000001,8.600000000000001,9.0,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.200000000000001,8.200000000000001,9.0,9.0,8.600000000000001,8.200000000000001,9.0,9.0,9.4,9.0,9.0,8.600000000000001,9.4,9.0,8.200000000000001,6.6000000000000005,7.8,5.4,7.6,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,"(42.10444,2.76361)"
7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.199999999999999,7.399999999999999,7.399999999999999,7.8,7.8,7.8,7.8,7.8,7.6,7.6,8.200000000000001,7.6,8.600000000000001,9.0,8.8,9.0,9.0,9.4,9.4,9.4,9.4,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,9.0,9.0,9.0,9.4,9.4,9.4,9.4,9.0,9.0,9.0,9.0,8.200000000000001,8.200000000000001,7.8,7.8,7.8,7.8,7.399999999999999,7.8,7.8,7.399999999999999,"(42.05389,3.20139)"
7.399999999999999,7.399999999999999,7.399999999999999,5.0,7.399999999999999,7.399999999999999,7.8,7.8,7.8,7.8,8.200000000000001,7.4,8.200000000000001,7.8,8.600000000000001,9.0,7.4,9.0,8.600000000000001,9.0,9.4,8.200000000000001,8.200000000000001,7.8,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,7.8,7.8,8.200000000000001,8.200000000000001,7.8,8.200000000000001,7.8,9.0,9.0,9.4,8.600000000000001,8.600000000000001,8.600000000000001,9.0,8.8,7.8,7.8,7.8,6.2,7.6,7.6,7.6,7.399999999999999,7.399999999999999,"(42.21056,2.47194)"
7.399999999999999,7.6,7.399999999999999,7.6,7.199999999999999,7.199999999999999,7.8,7.6,7.6,7.6,8.0,7.6,8.0,8.4,8.8,9.0,8.200000000000001,8.8,9.4,8.8,9.2,9.4,9.4,9.0,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,9.0,9.0,9.4,9.4,8.200000000000001,9.0,8.200000000000001,9.0,8.4,8.200000000000001,7.8,7.6,7.8,7.8,7.8,7.8,7.399999999999999,"(42.22472,3.09306)"
7.399999999999999,7.399999999999999,7.399999999999999,6.800000000000001,7.8,7.399999999999999,7.4,7.8,7.8,7.8,7.8,6.6000000000000005,7.8,7.8,8.600000000000001,8.600000000000001,6.2,8.600000000000001,8.600000000000001,9.0,9.4,9.4,9.0,9.4,9.0,8.600000000000001,8.200000000000001,8.200000000000001,8.600000000000001,8.200000000000001,7.8,8.200000000000001,8.200000000000001,8.200000000000001,8.600000000000001,9.0,9.4,9.0,9.4,8.600000000000001,7.399999999999999,8.200000000000001,9.0,8.600000000000001,7.8,6.6000000000000005,7.8,6.6000000000000005,7.399999999999999,7.399999999999999,7.8,7.8,7.399999999999999,"(42.38694,2.75556)"
7.0,7.0,7.199999999999999,5.800000000000001,7.0,7.2,7.6,7.4,7.4,7.4,7.800000000000001,7.6,7.4,7.800000000000001,8.8,9.0,7.6,8.6,9.0,8.6,9.2,9.2,8.8,8.4,8.4,8.0,8.0,8.0,8.0,7.6,7.6,8.0,8.0,8.0,8.0,8.4,8.8,8.4,9.2,8.4,8.8,8.8,8.4,8.8,7.800000000000001,7.6,6.800000000000001,7.000000000000001,7.6,7.199999999999999,7.6,7.4,7.6,"(42.39,3.00611)"
7.8,7.8,7.8,7.8,7.8,7.399999999999999,7.8,7.8,7.8,7.8,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,9.0,9.0,7.8,9.0,9.4,9.0,9.4,9.4,8.600000000000001,8.600000000000001,8.600000000000001,8.200000000000001,7.8,8.200000000000001,8.200000000000001,7.8,7.8,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.600000000000001,8.600000000000001,8.600000000000001,9.4,8.600000000000001,9.0,9.0,9.0,9.0,8.600000000000001,7.4,7.8,7.4,7.8,7.8,7.8,7.8,7.8,"(42.25917,2.96028)"
5.199999999999999,5.2,6.0,4.8,5.6,5.6,6.800000000000001,6.0,6.4,5.2,5.2,6.4,6.4,5.6,6.0,6.800000000000001,6.4,6.800000000000001,6.800000000000001,6.800000000000001,7.2,8.4,7.2,8.0,7.2,7.2,7.2,6.4,7.2,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,8.0,7.2,7.2,7.2,6.800000000000001,7.2,7.200000000000001,6.4,6.800000000000001,6.0,6.4,6.0,4.8,5.6,4.8,4.0,"(42.31917,3.31583)"
6.800000000000001,6.2,6.2,4.2,4.2,5.8,7.4,5.8,4.6,7.000000000000001,7.4,7.4,7.000000000000001,7.000000000000001,7.8,9.0,7.000000000000001,8.200000000000001,9.0,7.4,8.600000000000001,8.0,8.600000000000001,8.200000000000001,9.6,9.4,9.0,9.0,9.4,9.6,9.4,9.6,9.4,9.0,9.0,9.4,9.6,9.6,9.2,8.8,9.0,9.0,9.2,7.4,4.6000000000000005,7.4,6.6000000000000005,6.4,7.2,4.6,7.399999999999999,6.6000000000000005,5.4,"(43.13583,-1.54306)"
6.2,7.0,5.8,3.8,3.8,5.4,7.4,5.4,5.0,5.4,7.000000000000001,7.4,6.6000000000000005,6.6000000000000005,7.8,9.0,7.000000000000001,8.600000000000001,8.600000000000001,6.6000000000000005,8.200000000000001,7.8,8.200000000000001,7.399999999999999,9.0,9.4,9.0,9.0,9.0,8.600000000000001,9.4,8.600000000000001,9.4,9.4,8.600000000000001,8.600000000000001,9.4,9.0,8.200000000000001,7.0,9.0,8.200000000000001,9.0,6.2,4.2,6.6000000000000005,5.8,5.8,6.4,3.8,7.8,6.2,4.2,"(43.27944,-1.67722)"
7.0,5.8,5.8,4.6,4.0,5.8,7.4,6.2,4.800000000000001,5.6,7.0,7.0,7.000000000000001,7.000000000000001,7.4,9.0,6.6000000000000005,7.8,8.200000000000001,5.8,8.200000000000001,7.4,7.8,7.0,8.200000000000001,9.4,9.4,9.0,9.4,9.0,9.4,9.0,9.0,9.4,9.0,8.600000000000001,8.600000000000001,9.4,8.200000000000001,7.8,8.600000000000001,8.200000000000001,8.600000000000001,5.8,4.2,6.2,6.2,6.2,6.6000000000000005,4.2,7.8,7.0,4.4,"(43.32639,-1.79667)"
6.0,5.6,5.4,5.6,4.2,5.0,7.000000000000001,6.4,5.800000000000001,5.800000000000001,7.200000000000001,6.4,7.4,6.800000000000001,7.6,8.8,6.800000000000001,8.0,7.6,6.6000000000000005,8.4,8.200000000000001,8.200000000000001,6.800000000000001,8.600000000000001,9.4,9.4,9.0,9.0,8.600000000000001,9.0,9.0,9.4,9.0,8.600000000000001,8.600000000000001,7.8,9.2,8.600000000000001,7.399999999999999,8.0,8.0,8.4,6.4,4.2,6.0,6.0,6.4,6.2,4.2,7.4,7.200000000000001,3.2,"(43.36056,-1.78722)"
