w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,coords
6.6000000000000005,6.6000000000000005,5.6000000000000005,5.6000000000000005,5.2,5.2,6.4,7.0,6.0,6.0,6.8,6.8,6.0,6.8,7.2,7.2,6.8,7.6,8.0,8.0,8.4,8.200000000000001,8.4,8.4,9.0,8.4,8.8,8.0,8.0,7.6,7.800000000000001,7.6,8.4,8.200000000000001,8.0,9.0,9.0,9.0,8.6,8.6,8.200000000000001,7.4,7.800000000000001,7.2,6.0,7.0,6.4,6.4,6.6000000000000005,5.6000000000000005,6.4,6.4,5.2,"(41.34972,-2.78333)"
6.800000000000001,6.800000000000001,6.6000000000000005,6.6000000000000005,6.000000000000001,6.6000000000000005,7.0,7.199999999999999,6.8,6.8,7.4,7.0,7.0,7.4,7.4,7.000000000000001,7.000000000000001,8.200000000000001,8.6,8.6,8.8,8.4,9.0,9.0,8.4,8.200000000000001,7.800000000000001,7.800000000000001,8.0,7.6,7.6,8.0,8.4,8.0,8.200000000000001,8.8,9.0,9.2,9.2,9.2,8.8,8.0,8.8,7.6,6.8,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,6.6000000000000005,6.800000000000001,7.199999999999999,6.4,"(41.58944,-3.08694)"
6.6000000000000005,6.6000000000000005,6.4,6.4,5.6000000000000005,6.4,6.6000000000000005,6.6000000000000005,5.6000000000000005,6.8,7.0,7.0,6.8,7.0,7.4,7.4,7.0,7.4,8.200000000000001,8.200000000000001,8.8,8.6,9.0,8.6,9.2,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.0,8.0,8.200000000000001,7.800000000000001,8.4,9.2,9.2,8.8,8.8,8.8,8.4,7.4,8.0,7.4,6.8,7.0,6.6000000000000005,6.6000000000000005,6.800000000000001,6.4,6.6000000000000005,7.0,6.561538461538462,"(41.37361,-3.25139)"
7.0,7.0,6.800000000000001,6.800000000000001,6.6000000000000005,6.6000000000000005,6.800000000000001,7.199999999999999,7.0,7.199999999999999,7.199999999999999,7.199999999999999,7.0,7.199999999999999,7.6,7.6,7.6,8.0,8.4,8.8,8.8,8.4,9.2,9.2,9.2,8.8,8.0,8.0,8.0,8.0,8.0,8.0,8.4,8.0,8.4,9.0,9.2,9.2,9.0,9.0,9.0,7.8,8.200000000000001,7.8,7.199999999999999,7.399999999999999,6.800000000000001,6.800000000000001,7.0,6.800000000000001,7.0,7.0,6.800000000000001,"(41.74583,-3.38194)"
7.0,7.0,7.0,7.0,6.800000000000001,6.800000000000001,7.399999999999999,7.399999999999999,7.199999999999999,7.399999999999999,7.8,7.399999999999999,7.6,7.8,8.200000000000001,8.600000000000001,8.200000000000001,9.0,9.0,9.0,9.0,9.4,9.0,9.4,8.600000000000001,8.200000000000001,7.8,7.8,8.200000000000001,8.200000000000001,7.8,7.8,8.200000000000001,7.8,8.600000000000001,9.0,9.4,9.4,9.4,9.0,9.0,8.200000000000001,8.600000000000001,7.8,7.399999999999999,7.399999999999999,7.399999999999999,7.0,7.0,7.0,7.0,7.0,6.800000000000001,"(41.66583,-3.74278)"
6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.6000000000000005,6.6000000000000005,7.199999999999999,7.199999999999999,7.0,7.0,7.6,7.199999999999999,7.0,7.199999999999999,7.6,7.6,7.6,8.0,8.8,8.8,8.8,8.8,9.2,9.2,8.8,8.4,8.0,8.0,8.0,7.6,7.6,8.0,8.0,8.0,8.4,8.4,9.2,9.2,8.8,8.8,8.8,7.6,8.600000000000001,7.6,7.0,7.199999999999999,7.199999999999999,6.800000000000001,7.399999999999999,6.800000000000001,6.800000000000001,6.800000000000001,6.200000000000001,"(41.37278,-3.50722)"
6.200000000000001,6.800000000000001,6.6000000000000005,6.6000000000000005,6.4,5.6000000000000005,6.6000000000000005,6.800000000000001,6.4,6.8,7.0,7.0,7.0,7.0,7.0,7.4,7.0,7.4,7.800000000000001,8.0,8.4,8.8,8.8,8.6,9.2,8.8,8.200000000000001,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.8,9.2,8.8,8.8,8.8,8.8,8.0,7.6,7.6,7.199999999999999,7.0,7.199999999999999,6.6000000000000005,6.6000000000000005,6.800000000000001,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.000000000000001,"(41.46444,-3.78583)"
5.0,6.6000000000000005,5.2,6.000000000000001,4.4,3.2,5.6000000000000005,6.6000000000000005,5.2,6.000000000000001,6.6000000000000005,6.4,6.000000000000001,6.4,6.000000000000001,5.200000000000001,5.6000000000000005,6.6000000000000005,6.6000000000000005,7.0,7.0,7.4,7.4,7.4,8.200000000000001,8.6,8.4,9.0,9.0,9.2,8.8,8.6,8.8,9.0,8.6,8.200000000000001,7.4,7.4,7.4,7.4,6.000000000000001,5.6000000000000005,6.6000000000000005,5.4,3.9727272727272727,5.800000000000001,5.555928853754941,4.755928853754941,7.355928853754941,6.755928853754942,6.355928853754942,5.6000000000000005,3.941391760413501,"(41.19194,-3.47528)"
7.399999999999999,7.0,7.399999999999999,7.0,7.199999999999999,7.199999999999999,7.399999999999999,7.399999999999999,7.199999999999999,7.6,8.200000000000001,7.8,7.8,7.6,8.600000000000001,9.0,8.600000000000001,9.0,8.8,9.4,9.4,9.4,9.0,9.4,8.600000000000001,8.200000000000001,8.600000000000001,8.200000000000001,7.8,7.8,7.8,7.8,8.200000000000001,7.8,8.200000000000001,8.600000000000001,9.0,9.4,9.4,9.4,9.4,9.0,9.0,8.600000000000001,7.399999999999999,7.8,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.199999999999999,"(41.61194,-4.40556)"
7.0,7.0,6.800000000000001,6.800000000000001,6.6000000000000005,6.6000000000000005,6.800000000000001,7.0,7.0,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.6,7.6,7.199999999999999,7.6,8.0,8.4,8.8,8.8,9.2,9.2,9.2,8.4,8.4,8.4,8.4,8.4,8.4,8.8,9.2,8.8,9.2,9.4,9.4,9.2,9.0,8.8,8.8,7.6,7.6,7.199999999999999,7.199999999999999,7.399999999999999,7.399999999999999,6.800000000000001,7.399999999999999,7.199999999999999,7.199999999999999,7.199999999999999,6.800000000000001,"(41.13389,-3.79028)"
7.0,7.399999999999999,7.399999999999999,7.0,6.800000000000001,6.800000000000001,7.199999999999999,7.399999999999999,7.199999999999999,7.6,7.6,7.4,7.6,7.6,8.0,8.4,8.0,8.8,8.8,8.8,8.8,9.2,8.8,9.2,8.4,8.0,7.6,7.6,7.6,7.6,7.6,7.6,8.0,7.6,8.0,8.0,8.8,8.8,9.4,9.4,9.0,9.0,9.0,8.200000000000001,7.399999999999999,7.8,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,6.4,"(41.38361,-4.26556)"
6.0,7.0,7.0,7.0,5.4,6.0,6.800000000000001,7.399999999999999,6.800000000000001,6.800000000000001,7.399999999999999,7.199999999999999,7.199999999999999,7.199999999999999,6.800000000000001,7.200000000000001,7.0,7.6,7.6,8.200000000000001,8.0,8.600000000000001,9.0,9.0,9.0,9.0,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.0,9.0,9.0,9.0,8.4,7.200000000000001,7.4,7.8,6.800000000000001,7.0,6.6000000000000005,7.0,7.0,7.0,5.8,6.4,6.661538461538463,"(42.87056,-4.52)"
7.0,7.0,7.0,7.0,6.4,6.4,7.0,7.399999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.399999999999999,7.199999999999999,7.199999999999999,7.0,7.8,7.199999999999999,7.6,7.6,8.0,8.4,9.0,8.8,8.8,9.2,9.2,8.8,9.2,8.8,8.8,8.8,8.8,9.2,8.8,9.2,9.0,9.0,9.0,9.0,9.0,8.600000000000001,7.8,7.4,7.8,7.0,7.399999999999999,7.0,7.0,7.0,7.0,7.0,7.0,6.800000000000001,"(42.79722,-4.27694)"
6.800000000000001,7.0,6.800000000000001,6.800000000000001,6.6000000000000005,6.6000000000000005,6.800000000000001,7.199999999999999,7.0,7.0,7.199999999999999,7.199999999999999,7.0,7.199999999999999,7.200000000000001,7.6,7.4,7.6,7.800000000000001,8.0,8.8,8.8,8.8,8.8,9.2,8.8,8.4,8.4,8.4,8.0,8.4,8.4,8.4,8.4,8.8,9.2,9.2,9.2,8.8,8.8,8.4,7.6,7.200000000000001,7.6,7.0,7.199999999999999,6.800000000000001,7.0,7.0,6.800000000000001,6.800000000000001,6.800000000000001,6.6000000000000005,"(42.56889,-4.575)"
6.800000000000001,7.0,6.4,6.4,5.6000000000000005,6.6000000000000005,7.0,7.199999999999999,7.4,6.8,6.8,7.2,7.6,6.8,7.4,7.4,7.4,7.6,8.0,7.800000000000001,8.6,9.0,8.4,8.4,9.0,7.6,8.0,8.0,8.0,7.6,7.6,7.6,8.200000000000001,8.200000000000001,8.200000000000001,9.0,8.6,7.4,8.6,8.6,8.6,7.4,6.000000000000001,7.0,6.4,7.199999999999999,7.0,7.199999999999999,7.0,7.0,6.000000000000001,6.800000000000001,7.407692307692308,"(42.52389,-4.00111)"
6.800000000000001,7.0,7.199999999999999,7.199999999999999,6.6000000000000005,6.800000000000001,7.199999999999999,7.399999999999999,7.0,7.199999999999999,7.6,7.199999999999999,7.6,7.6,7.6,8.0,7.6,8.4,8.8,8.8,8.8,9.2,9.2,9.2,8.8,8.4,8.0,8.0,8.0,7.6,8.4,8.4,8.4,8.4,8.4,9.0,9.2,9.4,9.4,9.0,9.0,8.200000000000001,8.600000000000001,7.8,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.0,7.0,7.0,7.0,6.800000000000001,"(42.25111,-4.19889)"
6.800000000000001,6.800000000000001,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.4,6.6000000000000005,7.199999999999999,7.0,7.0,7.199999999999999,7.199999999999999,7.0,7.0,7.6,7.6,6.800000000000001,7.6,8.4,8.0,8.4,8.0,9.2,8.8,9.2,8.4,8.4,8.8,8.8,8.4,8.4,8.4,8.8,8.4,8.8,9.2,8.8,9.2,8.8,8.8,8.4,7.6,8.0,7.6,7.0,7.0,7.199999999999999,6.6000000000000005,7.199999999999999,6.6000000000000005,7.199999999999999,7.199999999999999,6.4,"(41.77556,-1.97667)"
6.800000000000001,7.0,6.800000000000001,6.800000000000001,6.0,6.0,7.0,7.199999999999999,6.800000000000001,7.199999999999999,7.199999999999999,7.199999999999999,7.0,7.199999999999999,7.6,7.6,7.6,7.6,8.600000000000001,8.4,8.8,8.4,9.4,8.4,9.4,9.0,8.600000000000001,9.0,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.600000000000001,8.200000000000001,8.600000000000001,9.0,9.4,9.4,9.0,9.0,8.600000000000001,7.8,7.8,7.8,6.800000000000001,7.199999999999999,7.399999999999999,6.800000000000001,7.0,6.4,6.800000000000001,7.0,6.976923076923077,"(41.95972,-3.13167)"
5.800000000000001,6.800000000000001,6.200000000000001,6.800000000000001,4.800000000000001,4.4,6.200000000000001,6.800000000000001,6.000000000000001,6.6000000000000005,7.0,6.6000000000000005,7.0,7.0,6.200000000000001,7.000000000000001,6.6000000000000005,7.4,7.4,7.4,7.4,7.800000000000001,8.6,8.200000000000001,8.6,9.0,9.0,8.8,9.0,8.200000000000001,8.6,8.6,9.0,8.6,9.0,9.0,8.6,8.6,8.8,8.200000000000001,7.6,7.200000000000001,7.6,6.800000000000001,5.4,6.4,6.4,6.6000000000000005,6.800000000000001,5.800000000000001,6.4,6.200000000000001,7.123076923076924,"(42.14639,-3.11083)"
6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.6000000000000005,6.6000000000000005,6.800000000000001,7.199999999999999,7.199999999999999,7.0,7.199999999999999,7.199999999999999,7.0,7.0,7.6,7.200000000000001,7.6,7.6,8.4,8.4,8.8,8.8,9.2,9.2,9.2,8.4,8.200000000000001,8.200000000000001,8.4,8.0,8.0,8.4,8.4,8.4,8.4,9.2,9.2,9.2,9.0,8.8,8.4,7.6,7.6,7.8,7.199999999999999,7.199999999999999,6.800000000000001,6.800000000000001,6.800000000000001,7.0,6.800000000000001,7.0,6.6000000000000005,"(42.10528,-3.76778)"
6.6000000000000005,6.6000000000000005,6.4,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.8,6.8,6.8,7.0,6.8,6.8,7.4,7.000000000000001,7.4,7.4,7.800000000000001,7.800000000000001,8.200000000000001,8.6,9.0,8.6,9.0,8.6,8.200000000000001,8.4,8.200000000000001,7.800000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.6,9.0,9.0,9.0,8.6,8.6,8.200000000000001,7.4,7.800000000000001,7.4,6.8,7.0,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.4,6.6000000000000005,6.6000000000000005,"(42.35611,-3.62139)"
6.4,6.6000000000000005,6.4,6.6000000000000005,5.200000000000001,5.6000000000000005,6.4,6.6000000000000005,5.6000000000000005,6.000000000000001,7.0,6.6000000000000005,6.4,6.4,7.0,6.6000000000000005,7.0,6.8,6.8,7.4,7.4,7.6,7.800000000000001,7.800000000000001,8.6,8.6,9.0,9.0,9.0,9.0,9.0,9.0,8.6,9.0,8.6,8.8,8.200000000000001,8.200000000000001,7.4,7.4,7.2,6.000000000000001,5.6000000000000005,7.0,5.6000000000000005,6.200000000000001,6.200000000000001,6.6000000000000005,6.6000000000000005,6.840816326530613,5.2,6.4,7.008477237048666,"(42.89389,-4.71361)"
7.0,7.0,7.0,7.0,7.0,7.0,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.399999999999999,7.8,7.8,7.8,8.200000000000001,7.8,8.600000000000001,9.0,9.0,9.0,9.4,9.4,9.4,9.0,8.600000000000001,8.200000000000001,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.600000000000001,8.600000000000001,8.600000000000001,9.0,9.4,9.4,9.4,9.4,9.0,9.0,7.8,8.200000000000001,7.8,7.399999999999999,7.399999999999999,7.399999999999999,7.0,7.0,7.0,7.0,7.0,7.0,"(42.35083,-4.61722)"
6.6000000000000005,6.800000000000001,6.6000000000000005,6.6000000000000005,5.6000000000000005,6.4,6.6000000000000005,7.0,6.8,6.8,7.0,7.0,7.0,7.4,7.4,7.4,7.4,7.800000000000001,8.200000000000001,8.6,8.6,8.6,9.0,9.0,9.0,8.200000000000001,8.200000000000001,8.200000000000001,7.800000000000001,7.800000000000001,7.800000000000001,8.200000000000001,8.200000000000001,8.200000000000001,9.0,9.0,9.0,9.0,8.6,8.6,8.6,7.4,7.6,7.6,6.8,7.0,6.6000000000000005,6.6000000000000005,6.800000000000001,6.6000000000000005,6.6000000000000005,6.6000000000000005,5.6000000000000005,"(41.99556,-4.60278)"
7.0,7.0,7.0,6.800000000000001,6.6000000000000005,6.800000000000001,7.399999999999999,7.399999999999999,7.0,7.199999999999999,7.8,7.399999999999999,7.6,7.8,7.8,8.600000000000001,7.8,8.600000000000001,9.0,9.0,9.0,9.4,9.0,9.4,8.600000000000001,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.600000000000001,9.4,9.4,9.4,9.4,9.0,8.200000000000001,8.600000000000001,8.200000000000001,7.199999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.0,6.800000000000001,7.0,7.0,6.6000000000000005,"(42.00944,-4.56056)"
7.0,7.0,7.0,7.0,7.0,7.0,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.399999999999999,7.8,7.8,7.8,8.600000000000001,7.8,9.0,9.0,9.0,9.4,9.4,9.0,9.4,8.600000000000001,8.200000000000001,8.200000000000001,7.8,7.8,7.8,7.8,8.200000000000001,8.200000000000001,7.8,8.200000000000001,8.600000000000001,9.0,9.4,9.4,9.4,9.0,8.600000000000001,8.600000000000001,7.8,7.399999999999999,7.399999999999999,7.399999999999999,7.0,7.0,7.0,7.0,7.0,7.0,"(41.64083,-4.75444)"
6.800000000000001,6.800000000000001,6.6000000000000005,6.6000000000000005,6.4,5.6000000000000005,7.0,7.199999999999999,6.8,7.0,7.199999999999999,7.0,7.0,7.0,7.199999999999999,7.4,7.0,7.4,8.200000000000001,8.0,8.4,8.8,8.6,9.2,9.2,9.2,8.4,8.4,8.4,8.4,8.0,8.4,8.8,8.4,8.4,9.2,9.2,8.8,8.8,8.8,8.8,7.6,7.6,7.6,7.0,7.199999999999999,7.199999999999999,6.6000000000000005,7.199999999999999,6.4,6.6000000000000005,7.199999999999999,6.4,"(40.54333,-5.04417)"
7.0,7.0,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.6,7.6,7.6,8.0,8.4,8.8,9.0,9.0,9.4,9.2,9.4,8.4,8.600000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.600000000000001,8.200000000000001,8.600000000000001,9.0,9.4,9.4,9.0,9.0,9.0,7.8,7.8,7.8,7.199999999999999,7.399999999999999,7.399999999999999,6.800000000000001,7.0,6.800000000000001,7.0,7.399999999999999,7.792307692307693,"(40.65917,-4.68)"
7.0,6.800000000000001,6.6000000000000005,6.6000000000000005,6.4,6.6000000000000005,7.0,7.199999999999999,6.8,7.0,7.6,7.0,7.4,7.4,7.6,7.800000000000001,7.4,8.4,8.8,8.8,8.8,8.8,9.0,9.2,9.2,8.6,8.0,8.0,8.4,8.4,8.0,8.4,8.4,8.0,8.4,8.8,9.2,9.2,8.8,8.8,8.8,8.0,8.600000000000001,7.6,7.0,7.199999999999999,7.199999999999999,7.199999999999999,7.399999999999999,6.6000000000000005,6.800000000000001,6.800000000000001,6.700000000000001,"(40.82889,-4.74194)"
6.800000000000001,7.0,6.800000000000001,6.800000000000001,6.6000000000000005,6.6000000000000005,7.199999999999999,7.399999999999999,7.0,7.199999999999999,7.8,7.199999999999999,7.6,7.6,8.0,8.4,7.6,8.8,8.8,8.8,8.8,9.4,8.8,9.2,8.8,8.4,8.0,7.8,7.6,7.6,7.8,8.200000000000001,8.200000000000001,7.8,8.200000000000001,8.600000000000001,9.0,9.2,9.4,9.4,9.0,8.200000000000001,8.600000000000001,7.8,7.199999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,6.800000000000001,7.0,7.0,6.6000000000000005,"(41.07139,-4.73)"
7.0,7.0,6.800000000000001,6.800000000000001,6.6000000000000005,6.6000000000000005,7.199999999999999,7.399999999999999,7.0,7.199999999999999,7.199999999999999,7.199999999999999,7.0,7.199999999999999,7.6,7.4,7.6,8.0,8.8,8.8,8.8,8.8,9.2,9.2,8.8,8.4,8.0,8.200000000000001,8.0,7.6,7.8,8.0,8.600000000000001,8.0,8.4,8.600000000000001,9.2,9.2,9.4,9.0,8.8,8.0,8.600000000000001,7.6,7.199999999999999,7.199999999999999,7.199999999999999,6.800000000000001,7.399999999999999,6.800000000000001,6.800000000000001,7.399999999999999,6.6000000000000005,"(40.94528,-4.12639)"
6.800000000000001,6.800000000000001,6.6000000000000005,6.6000000000000005,6.4,6.4,7.0,7.199999999999999,6.8,7.0,7.4,7.0,7.4,7.4,7.4,7.4,7.4,8.200000000000001,8.6,8.6,8.6,9.0,9.0,9.0,8.200000000000001,8.200000000000001,8.200000000000001,8.4,7.800000000000001,7.4,7.4,7.800000000000001,8.200000000000001,7.800000000000001,8.200000000000001,9.2,9.0,8.6,8.6,8.8,8.8,7.800000000000001,7.800000000000001,7.4,7.0,7.199999999999999,7.0,7.199999999999999,6.800000000000001,6.6000000000000005,6.800000000000001,6.800000000000001,6.4,"(41.12639,-4.37583)"
5.800000000000001,6.6000000000000005,6.4,6.6000000000000005,4.0,3.2,6.4,6.4,4.0,4.800000000000001,6.4,6.000000000000001,6.4,5.2,5.6000000000000005,5.2,6.200000000000001,6.4,6.4,7.0,7.0,7.0,7.4,7.0,7.4,7.4,7.800000000000001,8.200000000000001,8.200000000000001,8.6,8.6,8.200000000000001,8.8,8.6,7.800000000000001,7.4,7.0,7.0,7.0,6.8,7.0,4.4,6.8,5.2,6.000000000000001,5.6000000000000005,5.304347826086957,5.704347826086957,6.6000000000000005,6.894055013309672,3.6000000000000005,5.800000000000001,2.8750528974131457,"(40.355,-5.69)"
6.800000000000001,7.0,6.6000000000000005,6.800000000000001,6.6000000000000005,6.4,7.0,7.199999999999999,7.0,7.0,7.6,7.4,7.4,7.4,8.0,8.200000000000001,7.6,8.8,8.8,8.8,9.2,9.2,8.8,9.2,8.4,8.0,8.0,8.0,8.0,7.6,7.6,8.0,8.0,7.6,8.0,8.4,8.8,9.2,9.2,9.2,8.8,8.4,8.4,7.6,7.0,7.199999999999999,7.199999999999999,7.199999999999999,7.0,6.800000000000001,6.800000000000001,6.800000000000001,6.6000000000000005,"(41.28,-4.69194)"
7.399999999999999,7.399999999999999,7.0,7.0,7.0,7.0,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.8,7.8,7.8,8.600000000000001,9.0,9.0,8.200000000000001,9.0,9.4,9.4,9.0,9.4,8.600000000000001,8.600000000000001,8.600000000000001,8.200000000000001,8.200000000000001,7.8,7.8,7.8,8.200000000000001,8.200000000000001,7.8,7.8,8.200000000000001,8.200000000000001,9.4,9.4,9.4,9.4,9.0,9.0,9.0,8.600000000000001,7.8,7.399999999999999,7.399999999999999,7.399999999999999,7.0,7.399999999999999,7.399999999999999,7.399999999999999,6.4,"(41.32583,-4.68694)"
7.0,7.0,6.6000000000000005,6.6000000000000005,6.4,6.6000000000000005,7.0,7.199999999999999,6.8,7.0,7.199999999999999,7.0,7.0,7.0,7.6,7.800000000000001,7.4,8.0,8.6,8.6,8.8,8.8,9.0,9.0,8.8,8.200000000000001,8.4,8.4,8.4,8.0,8.0,8.0,8.4,8.0,8.4,8.8,9.2,9.2,8.8,8.8,8.8,7.6,8.0,7.6,7.0,7.199999999999999,7.199999999999999,6.800000000000001,7.0,6.6000000000000005,6.800000000000001,6.800000000000001,7.423076923076923,"(40.88222,-5.01861)"
6.800000000000001,7.0,6.6000000000000005,6.800000000000001,6.8,6.8,7.0,7.199999999999999,6.8,7.4,7.6,7.4,7.4,7.4,7.800000000000001,8.200000000000001,7.800000000000001,8.8,8.6,9.2,9.2,9.2,8.6,9.0,8.4,7.800000000000001,7.4,7.6,7.6,7.6,7.6,8.0,8.0,7.6,8.0,8.4,8.4,8.8,9.2,9.2,9.2,8.4,8.8,8.0,7.0,7.199999999999999,7.199999999999999,7.0,7.399999999999999,7.199999999999999,7.199999999999999,6.800000000000001,6.4,"(41.17278,-4.93972)"
6.800000000000001,7.0,6.6000000000000005,7.0,6.4,6.8,7.0,7.199999999999999,6.8,7.4,7.4,7.4,7.2,7.2,7.800000000000001,8.6,7.800000000000001,8.6,8.6,8.6,9.0,9.0,8.6,8.6,8.200000000000001,7.800000000000001,7.4,7.4,7.800000000000001,7.4,7.4,7.4,7.800000000000001,7.4,7.800000000000001,7.800000000000001,8.200000000000001,8.8,9.2,9.2,9.2,8.6,8.8,8.0,7.4,7.199999999999999,7.199999999999999,7.0,7.199999999999999,7.0,7.199999999999999,6.800000000000001,6.4,"(41.54861,-5.27167)"
6.800000000000001,7.0,6.6000000000000005,6.6000000000000005,6.4,6.4,7.0,7.199999999999999,6.8,7.0,7.6,7.0,7.4,7.4,7.4,7.800000000000001,7.4,8.4,8.6,8.8,8.8,9.2,9.0,9.0,8.4,8.4,8.0,8.0,8.4,8.0,7.6,8.0,8.0,8.4,8.4,8.4,9.2,9.2,9.2,9.2,8.8,7.800000000000001,8.0,7.6,7.0,7.199999999999999,7.199999999999999,6.800000000000001,7.0,6.800000000000001,6.800000000000001,6.800000000000001,6.4,"(41.23667,-5.48139)"
6.800000000000001,7.0,6.800000000000001,7.0,6.6000000000000005,6.6000000000000005,6.800000000000001,7.0,6.6000000000000005,7.0,7.199999999999999,7.199999999999999,7.0,7.199999999999999,6.800000000000001,7.6,7.199999999999999,7.6,8.0,8.0,8.4,8.8,8.8,8.8,9.2,9.2,8.8,8.4,8.4,8.4,8.4,8.8,8.8,8.4,9.2,9.2,9.2,8.8,8.8,8.8,8.200000000000001,7.6,7.8,7.399999999999999,7.199999999999999,7.399999999999999,7.0,6.800000000000001,7.0,6.800000000000001,7.0,6.800000000000001,6.6000000000000005,"(42.52361,-4.85111)"
6.800000000000001,7.0,6.6000000000000005,6.800000000000001,6.4,6.8,7.0,7.199999999999999,6.8,7.2,7.4,7.4,7.4,7.4,7.6,8.200000000000001,7.4,8.6,8.6,8.6,8.8,9.2,8.6,9.0,8.200000000000001,8.200000000000001,7.800000000000001,7.800000000000001,7.800000000000001,7.4,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,8.4,8.8,9.2,9.2,9.0,8.8,8.0,8.4,7.6,7.0,7.199999999999999,7.199999999999999,7.199999999999999,7.0,6.800000000000001,6.800000000000001,6.800000000000001,6.4,"(42.08611,-4.99528)"
6.800000000000001,7.0,6.800000000000001,6.800000000000001,6.6000000000000005,6.6000000000000005,7.199999999999999,7.399999999999999,7.0,7.199999999999999,7.6,7.199999999999999,7.6,7.6,7.6,8.4,7.6,8.4,8.8,8.8,8.8,9.2,9.2,9.2,8.8,8.4,8.0,7.6,8.0,7.6,7.6,8.0,8.0,8.0,8.4,8.4,9.2,9.2,9.4,9.2,9.0,8.0,8.200000000000001,7.8,7.199999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.0,6.800000000000001,7.0,7.0,6.6000000000000005,"(41.87583,-5.04028)"
6.800000000000001,7.0,6.800000000000001,6.800000000000001,6.6000000000000005,6.4,7.199999999999999,7.199999999999999,7.0,7.0,7.6,7.4,7.4,7.4,7.6,8.200000000000001,7.4,8.8,8.6,8.6,9.0,9.0,8.8,9.0,8.200000000000001,7.800000000000001,7.800000000000001,7.4,7.800000000000001,7.4,7.4,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,8.200000000000001,8.8,9.2,9.2,9.2,8.8,8.0,8.4,7.8,7.0,7.199999999999999,7.199999999999999,7.199999999999999,7.0,6.800000000000001,7.199999999999999,6.800000000000001,6.6000000000000005,"(41.85639,-5.5925)"
7.0,7.0,7.0,7.0,7.0,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.8,7.8,7.8,7.8,7.8,8.200000000000001,9.0,8.200000000000001,9.0,9.0,9.4,9.4,9.0,8.600000000000001,9.0,8.600000000000001,8.200000000000001,7.8,7.399999999999999,7.8,7.399999999999999,7.8,7.8,8.200000000000001,7.8,8.200000000000001,8.200000000000001,8.600000000000001,9.0,9.4,9.4,9.0,8.600000000000001,8.600000000000001,7.8,7.399999999999999,7.399999999999999,7.399999999999999,7.399999999999999,7.0,7.0,7.0,7.0,7.0,"(41.51556,-5.73528)"
7.0,7.0,6.6000000000000005,5.8,5.4,5.6,6.6000000000000005,7.0,5.6,6.0,7.199999999999999,7.199999999999999,6.800000000000001,6.4,6.800000000000001,7.200000000000001,7.199999999999999,7.6,7.6,7.6,8.0,8.4,8.8,8.8,8.8,8.8,8.6,8.6,9.0,9.0,9.0,8.6,9.0,9.2,9.2,9.2,8.8,8.4,9.0,8.4,8.200000000000001,6.6000000000000005,6.2,7.0,5.2,7.0,6.4,7.0,7.0,6.2,5.8,6.6000000000000005,6.176923076923076,"(42.95833,-5.0075)"
