ID,name,province,municipality,altitude,gradient,distance,mountain_slope,technical_difficulty,url,peak_coords,photo,peak_coords_MDB
246,Navalmoral,Ávila,Burgohondo,1514,679,15.0,4.0,97,https://www.altimetrias.net/aspbk/verPuerto.asp?id=534,"(40.497353,-4.736309)",,"[-4.736309,40.497353]"
248,Gabardito,Huesca,Valle de Hecho,1388,474,6.0,6.0,97,https://www.altimetrias.net/aspbk/verPuerto.asp?id=517,"(42.787694,-0.711458)",,"[-0.711458,42.787694]"
250,Soplao. El,Cantabria,Rábago,530,444,7.0,6.0,96,https://www.altimetrias.net/aspbk/verPuerto.asp?id=645,"(43.295339,-4.411951)",,"[-4.411951,43.295339]"
251,Arantzazu,Gipuzkoa,Oñati,718,464,7.0,5.0,96,https://www.altimetrias.net/aspbk/verPuerto.asp?id=261,"(42.979146,-2.399915)",,"[-2.399915,42.979146]"
252,La Matanela,Cantabria,Vega de Pas,1005,705,17.0,4.0,96,https://www.altimetrias.net/aspbk/verPuerto.asp?id=193,"(43.065517,-3.841453)",,"[-3.841453,43.065517]"
253,Urkizu,Gipuzkoa,Tolosa,519,433,5.0,7.0,96,https://www.altimetrias.net/aspbk/verPuerto.asp?id=421,"(43.134871,-2.108154)",,"[-2.108154,43.134871]"
254,Bel,Castellón,Rossell,962,520,8.0,6.0,96,https://www.altimetrias.net/aspbk/verPuerto.asp?id=714,"(40.62289,0.166184)",,"[0.166184,40.62289]"
257,Jaizkibel,Gipuzkoa,Lezo-Pasajes,453,444,8.0,5.0,94,https://www.altimetrias.net/aspbk/verPuerto.asp?id=227,"(43.350753,-1.850635)",,"[-1.850635,43.350753]"
260,Josa,Lleida,Tuixént,1630,492,12.0,4.0,92,https://www.altimetrias.net/aspbk/verPuerto.asp?id=485,"(42.249825,1.651143)",,"[1.651143,42.249825]"
261,Carbajal,León,Quintanilla de Losada,1341,486,7.0,6.0,91,https://www.altimetrias.net/aspbk/verPuerto.asp?id=357,"(42.265065,-6.530069)",,"[-6.530069,42.265065]"
263,El Hontanar,Valencia,Los Santos,1302,542,11.0,4.0,91,https://www.altimetrias.net/aspbk/verPuerto.asp?id=430,"(40.110835,-1.371489)",,"[-1.371489,40.110835]"
264,Peña Angulo,Burgos,Añes,728,536,18.0,2.0,91,https://www.altimetrias.net/aspbk/verPuerto.asp?id=189,"(43.023157,-3.192808)",,"[-3.192808,43.023157]"
265,Presa De Cavallers,Lleida,Caldes de Boí,1764,513,8.0,6.0,91,https://www.altimetrias.net/aspbk/verPuerto.asp?id=310,"(42.583914,0.855705)",,"[0.855705,42.583914]"
266,La Aldea - Bernedo,Navarra,Elvillar - Cripán,988,588,18.0,3.0,90,https://www.altimetrias.net/aspbk/verPuerto.asp?id=396,"(42.604419,-2.469318)",,"[-2.469318,42.604419]"
267,Peña Ranero,Bizkaia,Rioseco,487,374,5.0,7.0,89,https://www.altimetrias.net/aspbk/verPuerto.asp?id=279,"(43.259901,-3.384562)",,"[-3.384562,43.259901]"
268,Sancho Leza,La Rioja,Jalón de Cameros,1410,541,15.0,3.0,89,https://www.altimetrias.net/aspbk/verPuerto.asp?id=141,"(42.130376,-2.568884)",,"[-2.568884,42.130376]"
269,Aigües Tortes,Lleida,L-500,1816,480,7.0,6.0,88,https://www.altimetrias.net/aspbk/verPuerto.asp?id=447,"(42.551714,0.912602)",,"[0.912602,42.551714]"
272,Alen,Bizkaia,Olabarrieta Behekoa,541,385,5.0,7.0,86,https://www.altimetrias.net/aspbk/verPuerto.asp?id=149,"(43.272636,-3.199098)",,"[-3.199098,43.272636]"
273,Karabieta,Gipuzkoa,Eibar,561,442,6.0,6.0,86,https://www.altimetrias.net/aspbk/verPuerto.asp?id=356,"(43.148181,-2.480622)",,"[-2.480622,43.148181]"
274,Castillo de San Julián,Murcia,Cartagena,300,283,3.0,7.0,85,https://www.altimetrias.net/aspbk/verPuerto.asp?id=628,"(37.581293,-0.965044)",,"[-0.965044,37.581293]"
275,Matamachos,Navarra,Garde,1146,462,11.0,3.0,85,https://www.altimetrias.net/aspbk/verPuerto.asp?id=665,"(42.767221,-0.863575)",,"[-0.863575,42.767221]"
276,Santa Teodosia,Álava,San Vicente de Arana,1043,248,2.0,9.0,84,https://www.altimetrias.net/aspbk/verPuerto.asp?id=192,"(42.765584,-2.358086)",,"[-2.358086,42.765584]"
278,La Braguía,Cantabria,Selaya,705,469,8.0,5.0,84,https://www.altimetrias.net/aspbk/verPuerto.asp?id=246,"(43.177213,-3.796728)",,"[-3.796728,43.177213]"
279,Salinas De Léniz,Gipuzkoa,Eskoriatza,621,330,6.0,5.0,84,https://www.altimetrias.net/aspbk/verPuerto.asp?id=174,"(42.977573,-2.571408)",,"[-2.571408,42.977573]"
281,Ixua,Gipuzkoa,Etxebarria,545,440,8.0,4.0,84,https://www.altimetrias.net/aspbk/verPuerto.asp?id=265,"(43.206894,-2.47765)",,"[-2.47765,43.206894]"
283,Monrepós,Huesca,Huesca,1265,546,12.0,4.0,82,https://www.altimetrias.net/aspbk/verPuerto.asp?id=358,"(42.350181,-0.398562)",,"[-0.398562,42.350181]"
285,La Sía,Burgos,Espinosa de los Monteros,1250,434,7.0,6.0,81,https://www.altimetrias.net/aspbk/verPuerto.asp?id=185,"(43.152413,-3.573217)",,"[-3.573217,43.152413]"
286,Etxauri,Navarra,Etxauri,841,434,6.0,6.0,81,https://www.altimetrias.net/aspbk/verPuerto.asp?id=467,"(42.786557,-1.844931)",,"[-1.844931,42.786557]"
287,La Mazorra,Burgos,Valdenoceda,1005,420,8.0,5.0,80,https://www.altimetrias.net/aspbk/verPuerto.asp?id=508,"(42.817236,-3.618901)",,"[-3.618901,42.817236]"
288,Carmona,Cantabria,Puentenansa,601,444,10.0,4.0,80,https://www.altimetrias.net/aspbk/verPuerto.asp?id=178,"(43.239741,-4.32493)",,"[-4.32493,43.239741]"
290,Elgeta,Bizkaia,Elorrio,473,289,4.0,7.0,79,https://www.altimetrias.net/aspbk/verPuerto.asp?id=314,"(43.136721,-2.488004)",,"[-2.488004,43.136721]"
295,Barazar,Bizkaia,Zeanuri,606,436,7.0,6.0,77,https://www.altimetrias.net/aspbk/verPuerto.asp?id=301,"(43.066003,-2.711864)",,"[-2.711864,43.066003]"
296,Moclín,Granada,Tiena,1038,416,7.0,5.0,76,https://www.altimetrias.net/aspbk/verPuerto.asp?id=493,"(37.340284,-3.788409)",,"[-3.788409,37.340284]"
301,Cabezabellosa,Cáceres,Villar de Plasencia,938,509,10.0,4.0,75,https://www.altimetrias.net/aspbk/verPuerto.asp?id=539,"(40.123666,-6.000087)",,"[-6.000087,40.123666]"
303,Mendizorrotz,Gipuzkoa,Orio (Txanka),392,384,7.0,4.0,74,https://www.altimetrias.net/aspbk/verPuerto.asp?id=292,"(43.29819,-2.06705)",,"[-2.06705,43.29819]"
305,Alcomba,Cantabria,Casas de Relumbrero,530,412,6.0,6.0,74,https://www.altimetrias.net/aspbk/verPuerto.asp?id=428,"(43.290336,-3.47718)",,"[-3.47718,43.290336]"
306,Sierra Salvada,Álava,Izoria,670,393,7.0,5.0,73,https://www.altimetrias.net/aspbk/verPuerto.asp?id=119,"(43.046172,-3.130202)",,"[-3.130202,43.046172]"
307,Ebo,Alicante,Pego,575,465,8.0,5.0,73,https://www.altimetrias.net/aspbk/verPuerto.asp?id=318,"(38.815904,-0.130133)",,"[-0.130133,38.815904]"
308,Cerro Malacara,Granada,Obeilar,891,272,4.0,5.0,73,https://www.altimetrias.net/aspbk/verPuerto.asp?id=640,"(37.278067,-3.844338)",,"[-3.844338,37.278067]"
309,Canencia,Madrid,Miraflores de la Sierra,1524,371,8.0,4.0,73,https://www.altimetrias.net/aspbk/verPuerto.asp?id=307,"(40.869002,-3.764019)",,"[-3.764019,40.869002]"
311,Asterrika,Bizkaia,Berriatua,240,221,2.0,9.0,73,https://www.altimetrias.net/aspbk/verPuerto.asp?id=128,"(43.326514,-2.458073)",,"[-2.458073,43.326514]"
312,Aracena,Huelva,Carboneras,735,389,11.0,3.0,72,https://www.altimetrias.net/aspbk/verPuerto.asp?id=701,"(37.889793,-6.56329)",,"[-6.56329,37.889793]"
313,Eleizalde (Rigoitia),Bizkaia,Olea,291,210,3.0,6.0,72,https://www.altimetrias.net/aspbk/verPuerto.asp?id=737,"(43.314481,-2.725487)",,"[-2.725487,43.314481]"
314,El Cabrio,Burgos,Paradores (Valle de Mena),755,393,8.0,4.0,72,https://www.altimetrias.net/aspbk/verPuerto.asp?id=191,"(43.088448,-3.44327)",,"[-3.44327,43.088448]"
315,El Tibidabo,Barcelona,Vallvidrera,505,357,5.0,6.0,72,https://www.altimetrias.net/aspbk/verPuerto.asp?id=470,"(41.421606,2.118963)",,"[2.118963,41.421606]"
316,Pazuengos,La Rioja,Santurde,1175,405,8.0,4.0,71,https://www.altimetrias.net/aspbk/verPuerto.asp?id=232,"(42.319463,-2.925067)",,"[-2.925067,42.319463]"
317,Dima,Bizkaia,Dima,595,479,11.0,4.0,70,https://www.altimetrias.net/aspbk/verPuerto.asp?id=229,"(43.077399,-2.686243)",,"[-2.686243,43.077399]"
318,Lomos De Orios,La Rioja,Villoslada de Cameros,1403,373,8.0,4.0,70,https://www.altimetrias.net/aspbk/verPuerto.asp?id=102,"(42.047301,-2.67854)",,"[-2.67854,42.047301]"
321,Piedrafita,León,Villafranca del Bierzo,1107,477,13.0,3.0,68,https://www.altimetrias.net/aspbk/verPuerto.asp?id=256,"(42.724898,-7.016898)",,"[-7.016898,42.724898]"
322,Urbasa,Navarra,Olazagutia,929,379,16.0,2.0,68,https://www.altimetrias.net/aspbk/verPuerto.asp?id=186,"(42.800918,-2.146497)",,"[-2.146497,42.800918]"
323,Santa Creu D´Olorda,Barcelona,Molins de Rei,433,397,8.0,4.0,65,https://www.altimetrias.net/aspbk/verPuerto.asp?id=435,"(41.415935,2.076291)",,"[2.076291,41.415935]"
325,La Barrerilla,Álava,Orduña,642,367,6.0,5.0,65,https://www.altimetrias.net/aspbk/verPuerto.asp?id=188,"(42.989426,-2.95434)",,"[-2.95434,42.989426]"
326,Altube,Álava,Baranbio,622,354,10.0,3.0,65,https://www.altimetrias.net/aspbk/verPuerto.asp?id=266,"(42.976799,-2.870505)",,"[-2.870505,42.976799]"
327,San Pelayo,Bizkaia,Bakio,301,294,4.0,7.0,64,https://www.altimetrias.net/aspbk/verPuerto.asp?id=571,"(43.441285,-2.768772)",,"[-2.768772,43.441285]"
328,Trabakua,Bizkaia,Markina,426,303,7.0,4.0,64,https://www.altimetrias.net/aspbk/verPuerto.asp?id=359,"(43.199629,-2.553057)",,"[-2.553057,43.199629]"
329,La Granja,Cantabria,Guriezo,378,364,6.0,5.0,64,https://www.altimetrias.net/aspbk/verPuerto.asp?id=309,"(43.3569,-3.2841)",,"[-3.2841,43.3569]"
332,Curueña,León,Ariego de Arriba,1364,297,7.0,3.0,63,https://www.altimetrias.net/aspbk/verPuerto.asp?id=220,"(42.835116,-5.98294)",,"[-5.98294,42.835116]"
336,Santa Olaja,Burgos,El Refugio (Artziniega),585,360,8.0,4.0,62,https://www.altimetrias.net/aspbk/verPuerto.asp?id=598,"(43.073429,-3.193155)",,"[-3.193155,43.073429]"
337,Tárbena,Alicante,Bolulla,587,358,7.0,5.0,62,https://www.altimetrias.net/aspbk/verPuerto.asp?id=355,"(38.698305,-0.10201)",,"[-0.10201,38.698305]"
338,Aretxabalgane,Bizkaia,Oñarte,328,276,6.0,4.0,61,https://www.altimetrias.net/aspbk/verPuerto.asp?id=137,"(43.283423,-2.757547)",,"[-2.757547,43.283423]"
339,Cabo Tiñoso,Murcia,Campillo de Adentro,367,314,4.0,6.0,61,https://www.altimetrias.net/aspbk/verPuerto.asp?id=603,"(37.551643,-1.151959)",,"[-1.151959,37.551643]"
340,Rivas De Tereso,La Rioja,S. Vicente de la Sonsierra,960,430,9.0,4.0,60,https://www.altimetrias.net/aspbk/verPuerto.asp?id=206,"(42.618001,-2.731618)",,"[-2.731618,42.618001]"
341,Sanantonzar,Gipuzkoa,Berrobi,499,221,6.0,5.0,60,https://www.altimetrias.net/aspbk/verPuerto.asp?id=733,"(43.118767,-1.967681)",,"[-1.967681,43.118767]"
342,Las Muñecas,Bizkaia,Sopuerta,371,283,4.0,6.0,59,https://www.altimetrias.net/aspbk/verPuerto.asp?id=254,"(43.30003,-3.170686)",,"[-3.170686,43.30003]"
343,Leaburu,Gipuzkoa,Tolosa,288,211,2.0,7.0,58,https://www.altimetrias.net/aspbk/verPuerto.asp?id=408,"(43.125648,-2.052495)",,"[-2.052495,43.125648]"
345,Cerro San Cristóbal,Cuenca,Cuenca,1180,268,4.0,6.0,57,https://www.altimetrias.net/aspbk/verPuerto.asp?id=277,"(40.086728,-2.12105)",,"[-2.12105,40.086728]"
347,Alkiza,Gipuzkoa,Anoeta,342,275,4.0,6.0,56,https://www.altimetrias.net/aspbk/verPuerto.asp?id=691,"(43.172783,-2.109155)",,"[-2.109155,43.172783]"
350,Izpegi,Navarra,Erratzu,671,378,8.0,4.0,55,https://www.altimetrias.net/aspbk/verPuerto.asp?id=345,"(43.175733,-1.402602)",,"[-1.402602,43.175733]"
352,El Cargadero,Soria,Navaleno,1330,235,10.0,2.0,54,https://www.altimetrias.net/aspbk/verPuerto.asp?id=103,"(41.907237,-3.025239)",,"[-3.025239,41.907237]"
353,Muniketa,Bizkaia,Arriandi/La Pilastra,380,259,3.0,7.0,52,https://www.altimetrias.net/aspbk/verPuerto.asp?id=263,"(43.222918,-2.672145)",,"[-2.672145,43.222918]"
354,Puerto Lope (Velillos),Granada,Pinos Puente,905,335,11.0,2.0,52,https://www.altimetrias.net/aspbk/verPuerto.asp?id=642,"(37.330628,-3.831275)",,"[-3.831275,37.330628]"
357,Natxitua,Bizkaia,Ea,205,200,2.0,8.0,50,https://www.altimetrias.net/aspbk/verPuerto.asp?id=561,"(43.381051,-2.613555)",,"[-2.613555,43.381051]"
358,San Pedro De Abrisketa,Bizkaia,Arrigorriaga,278,234,3.0,7.0,50,https://www.altimetrias.net/aspbk/verPuerto.asp?id=570,"(43.218477,-2.921376)",,"[-2.921376,43.218477]"
360,Hoyomenor,Cantabria,Ampuero,346,330,6.0,5.0,50,https://www.altimetrias.net/aspbk/verPuerto.asp?id=354,"(43.333803,-3.365893)",,"[-3.365893,43.333803]"
363,Correcillas,León,Matallana de Torío,1306,298,8.0,3.0,48,https://www.altimetrias.net/aspbk/verPuerto.asp?id=725,"(42.885044,-5.453597)",,"[-5.453597,42.885044]"
364,Azazeta,Álava,Egileta,887,271,4.0,6.0,48,https://www.altimetrias.net/aspbk/verPuerto.asp?id=268,"(42.789677,-2.50997)",,"[-2.50997,42.789677]"
365,Nª Sª De Oro,Álava,Bitoriano,819,215,2.0,7.0,48,https://www.altimetrias.net/aspbk/verPuerto.asp?id=281,"(42.931149,-2.827885)",,"[-2.827885,42.931149]"
367,Garate,Gipuzkoa,Getaria,245,216,2.0,7.0,47,https://www.altimetrias.net/aspbk/verPuerto.asp?id=604,"(43.290418,-2.202281)",,"[-2.202281,43.290418]"
368,Ro,Burgos,El Refugio (Artziniega),546,321,7.0,4.0,47,https://www.altimetrias.net/aspbk/verPuerto.asp?id=270,"(43.104586,-3.216848)",,"[-3.216848,43.104586]"
371,Beci,Bizkaia,El Carral (Sopuerta),336,224,3.0,5.0,43,https://www.altimetrias.net/aspbk/verPuerto.asp?id=245,"(43.234656,-3.186392)",,"[-3.186392,43.234656]"
373,Arlaban,Gipuzkoa,Arrasate/Mondragón,617,305,7.0,4.0,41,https://www.altimetrias.net/aspbk/verPuerto.asp?id=328,"(42.975647,-2.572423)",,"[-2.572423,42.975647]"
375,Zaldiaran,Burgos,Treviño,806,282,8.0,3.0,40,https://www.altimetrias.net/aspbk/verPuerto.asp?id=602,"(42.7909,-2.7282)",,"[-2.7282,42.7909]"
376,La Horca,Burgos,San Pantaleón de Losa,896,271,5.0,5.0,40,https://www.altimetrias.net/aspbk/verPuerto.asp?id=595,"(42.923969,-3.245387)",,"[-3.245387,42.923969]"
377,La Escrita,Bizkaia,El Callejo (Karrantza),433,285,6.0,4.0,39,https://www.altimetrias.net/aspbk/verPuerto.asp?id=127,"(43.237512,-3.293495)",,"[-3.293495,43.237512]"
378,Uitzi,Navarra,Lekunberri,810,228,5.0,4.0,39,https://www.altimetrias.net/aspbk/verPuerto.asp?id=214,"(43.049812,-1.914637)",,"[-1.914637,43.049812]"
379,Kanpazar,Bizkaia,Elorrio,451,251,5.0,4.0,39,https://www.altimetrias.net/aspbk/verPuerto.asp?id=327,"(43.096674,-2.505612)",,"[-2.505612,43.096674]"
380,Sant Pere,Castellón,Mare de Deu de la Font,1272,244,4.0,5.0,38,https://www.altimetrias.net/aspbk/verPuerto.asp?id=629,"(40.495036,-0.178013)",,"[-0.178013,40.495036]"
381,Seña,Cantabria,Limpias,257,250,5.0,4.0,38,https://www.altimetrias.net/aspbk/verPuerto.asp?id=130,"(43.383769,-3.408912)",,"[-3.408912,43.383769]"
382,Gontzegaraigane,Bizkaia,Iruzubieta,361,238,5.0,4.0,38,https://www.altimetrias.net/aspbk/verPuerto.asp?id=474,"(43.252314,-2.57221)",,"[-2.57221,43.252314]"
385,Rigoitia,Bizkaia,Gernika,269,262,6.0,4.0,37,https://www.altimetrias.net/aspbk/verPuerto.asp?id=158,"(43.313719,-2.721348)",,"[-2.721348,43.313719]"
386,Udana,Gipuzkoa,Oñati,509,264,6.0,3.0,36,https://www.altimetrias.net/aspbk/verPuerto.asp?id=548,"(43.015969,-2.357867)",,"[-2.357867,43.015969]"
387,Humaran,Bizkaia,Arenao,252,201,7.0,2.0,36,https://www.altimetrias.net/aspbk/verPuerto.asp?id=225,"(43.234307,-3.095634)",,"[-3.095634,43.234307]"
388,Vallençana,Barcelona,Badalona,256,241,5.0,4.0,36,https://www.altimetrias.net/aspbk/verPuerto.asp?id=631,"(41.47965,2.22382)",,"[2.22382,41.47965]"
390,El Cerro De San Pedro,Madrid,Guadalix de la Sierra,1051,214,10.0,2.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=626,"(40.718659,-3.751298)",,"[-3.751298,40.718659]"
391,Loiti,Navarra,Liédena,725,220,5.0,4.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=366,"(42.656539,-1.400206)",,"[-1.400206,42.656539]"
392,Pedroso,A Coruña,Santiago de Compostela,460,229,5.0,4.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=614,"(42.898158,-8.564895)",,"[-8.564895,42.898158]"
393,Artieta,Burgos,El Refugio (Artziniega),475,250,5.0,4.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=106,"(43.115614,-3.188159)",,"[-3.188159,43.115614]"
394,Basakabi/Alto De Ezkurra,Navarra,Leitza,694,228,4.0,5.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=460,"(43.085695,-1.880595)",,"[-1.880595,43.085695]"
395,La Pedraja,Burgos,Vilafranca de Montes de Oca,1150,225,5.0,4.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=597,"(42.36533,-3.353748)",,"[-3.353748,42.36533]"
396,Aniz,Navarra,Oronoz-Mugaire,388,423,7.0,3.0,34,https://www.altimetrias.net/aspbk/verPuerto.asp?id=217,"(43.112442,-1.577521)",,"[-1.577521,43.112442]"
397,Gabiria,Gipuzkoa,Ormaiztegi,423,221,5.0,4.0,33,https://www.altimetrias.net/aspbk/verPuerto.asp?id=659,"(43.050537,-2.279609)",,"[-2.279609,43.050537]"
398,Navasa,Huesca,Jaca,1068,223,5.0,4.0,32,https://www.altimetrias.net/aspbk/verPuerto.asp?id=634,"(42.520709,-0.481088)",,"[-0.481088,42.520709]"
400,El Carel,Burgos,Nava de Ordunte,450,220,6.0,3.0,29,https://www.altimetrias.net/aspbk/verPuerto.asp?id=122,"(43.121786,-3.305697)",,"[-3.305697,43.121786]"
406,Pico Almadén,Jaén,Mancha Real,2038,1455,28.0,5.1,358,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1134,"(37.7339022,-3.5262832)",,"[-3.5262832,37.7339022]"
407,Fonte Da Cova,Ourense,Pizarras Ipisa,1847,1487,23.0,6.5,345,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1372,"(42.3197648,-6.7376396)",,"[-6.7376396,42.3197648]"
411,Ermita De Alba,Asturias,Bárzana,1196,762,6.7,11.0,294,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1696,"(43.18370225,-5.961613721094518)",,"[-5.961613721094518,43.18370225]"
414,Belaustegi,Bizkaia,Ibarra (Orozko),751,513,4.8,10.0,275,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0953,"(43.1985589,-2.697365)",,"[-2.697365,43.1985589]"
416,Casielles,Asturias,Río Pendón. Fuensanta (N-634),727,512,3.7,13.0,273,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0641,"(43.285982,-5.673665)",,"[-5.673665,43.285982]"
418,Cruz De Barreiros,Lugo,Vileimil (río Eo),879,765,11.0,6.4,268,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1003,"(43.5410158,-7.2556173)",,"[-7.2556173,43.5410158]"
426,Encinas Borrachas,Málaga,San Pablo de Buceite (Sur),1026,976,42.0,2.3,231,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0415,"(36.6752283,-5.2145903)",,"[-5.2145903,36.6752283]"
429,Font De L´Arbre,Alicante,Beniardà,1198,805,15.0,5.2,226,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1396,"(38.6621795,-0.2903534)",,"[-0.2903534,38.6621795]"
430,Ventana,Asturias,San Martín de Teverga,1587,1137,19.0,5.7,224,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1809,"(43.1006433,-6.0431223)",,"[-6.0431223,43.1006433]"
435,Fredes,Castellón,Pobla de Benifassà,1181,770,21.0,3.6,220,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=2013,"(40.7053962,0.1709828)",,"[0.1709828,40.7053962]"
438,Cuitu Negru,León,Busdongo,1845,641,11.0,5.7,219,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1447,"(42.9791301,-5.7728311029872135)",,"[-5.7728311029872135,42.9791301]"
439,A Torre De San Bartolomeu,A Coruña,Central del Parrote,422,378,2.8,13.0,219,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1012,"(43.3958771,-8.0336318)",,"[-8.0336318,43.3958771]"
440,Polopos,Granada,Castillo de Baños,1140,1017,14.0,7.0,218,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0042,"(36.7950131,-3.2972924)",,"[-3.2972924,36.7950131]"
442,Usurbe,Gipuzkoa,Beasain,715,553,5.1,10.0,210,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0468,"(43.0657285,-2.2038553)",,"[-2.2038553,43.0657285]"
448,Cruz De Meira,Lugo,O Chao de Pousadoiro-Meiroi,821,598,6.5,9.1,196,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0873,"(43.3867032,-7.3018756)",,"[-7.3018756,43.3867032]"
449,Arrate,Gipuzkoa,Eibar (Matsaria),581,461,5.5,8.3,196,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1282,"(43.2045878,-2.4459506)",,"[-2.4459506,43.2045878]"
450,Coll De Santa Helena,Barcelona,Mosqueroles,1233,1073,20.0,5.2,195,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1054,"(41.7556745,2.4643858)",,"[2.4643858,41.7556745]"
451,Cáñar,Granada,río Guadalfeo,1165,856,12.0,6.9,194,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1062,"(36.9264996,-3.4276847)",,"[-3.4276847,36.9264996]"
455,La Joya,Málaga,Arroyo del Espinazo,899,680,18.0,3.7,191,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0502,"(36.931476,-4.6231706)",,"[-4.6231706,36.931476]"
460,Peregrí,Valencia,Moixent,1071,742,34.0,2.1,182,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1357,"(39.194877000000005,-0.50742556751207)",,"[-0.50742556751207,39.194877000000005]"
461,Odiaga,Álava,Llodio,437,275,1.6,16.0,182,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1037,"(43.0651363,-3.0925681)",,"[-3.0925681,43.0651363]"
463,La Colladiella,Asturias,Ciaño,847,628,13.0,4.7,180,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0432,"(43.2083137,-5.7419916)",,"[-5.7419916,43.2083137]"
469,Ouviaña,Lugo,Os Vaos,751,468,4.6,10.0,174,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0889,"(43.1999232,-7.1677562)",,"[-7.1677562,43.1999232]"
475,Javalambre (Pico),Teruel,Valacloche-Collado Gavilán,2019,1064,27.0,3.8,170,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0804,"(40.1559902,-1.0061221)",,"[-1.0061221,40.1559902]"
476,Marabio,Asturias,Entrago-Prado,1052,620,11.0,5.2,169,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1736,"(43.2171084,-6.113499)",,"[-6.113499,43.2171084]"
482,Arredondas,Asturias,El Llano,555,519,5.1,10.0,168,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1220,"(43.3811128,-7.1249699)",,"[-7.1249699,43.3811128]"
