ID,municipality,ccaa,province,municipality_inhabitants,geographic_area,radius,routes_number,routes_ids,mountain_passes_ids,coords
7245,Tavernes de la Valldigna,Comunitat Valenciana,Valencia,17254,49.23342400000001,3.958718093425402,5,"[7231, 7231, 7231, 3543, 5671]",,"[-0.26721943,39.07256604]"
7242,Sueca,Comunitat Valenciana,Valencia,27566,92.516277,5.426672713363863,4,"[7231, 7231, 7231, 8540]",,"[-0.31552389,39.20242834]"
7238,Simat de la Valldigna,Comunitat Valenciana,Valencia,3297,38.488053,3.5001570138304894,6,"[7231, 7231, 7231, 3543, 3990, 5671]",,"[-0.31183498,39.04354005]"
7227,Sagunto,Comunitat Valenciana,Valencia,67173,133.9221,6.529060324749417,4,"[528, 2478, 528, 5225]",,"[-0.2759603,39.68008485]"
7220,Requena,Comunitat Valenciana,Valencia,20405,814.4642,16.101285680349385,3,"[1472, 7661, 6010]",,"[-1.10026975,39.48606411]"
7197,Paterna,Comunitat Valenciana,Valencia,71035,35.8514,3.3781397791847985,6,"[528, 2478, 1472, 528, 7040, 5225]",,"[-0.44257379,39.50273688]"
7191,Ontinyent,Comunitat Valenciana,Valencia,35761,125.429562,6.318653040119045,3,"[7748, 8422, 10179]",,"[-0.60649062,38.82288129]"
7188,Oliva,Comunitat Valenciana,Valencia,25224,59.929324,4.3676139588343466,3,"[2923, 3543, 2923]",,"[-0.1206552,38.92087548]"
7183,Montroi,Comunitat Valenciana,Valencia,2956,31.390543,3.160996172755705,3,"[7734, 1472, 9508]",,"[-0.61459393,39.33787195]"
7166,Manises,Comunitat Valenciana,Valencia,31240,19.652934,2.5011414506480305,5,"[528, 1472, 528, 7040, 5225]",,"[-0.45700309,39.49163946]"
7154,Llíria,Comunitat Valenciana,Valencia,23482,228.0403,8.519818789012259,3,"[7904, 1472, 7040]",,"[-0.59442849,39.62586366]"
7150,Xeraco,Comunitat Valenciana,Valencia,5720,20.216401,2.536743040470216,4,"[7231, 7231, 7231, 5671]",,"[-0.21567267,39.03284153]"
7140,Gestalgar,Comunitat Valenciana,Valencia,548,69.732418,4.711312569964692,3,"[7904, 1472, 6010]",,"[-0.83411982,39.60452902]"
7138,Gandia,Comunitat Valenciana,Valencia,75798,60.834548000000005,4.40047642511766,7,"[7231, 2923, 7231, 7231, 3543, 2923, 5671]",,"[-0.17941691,38.96736579]"
7120,Daimús,Comunitat Valenciana,Valencia,3196,3.145548,1.000628144962942,4,"[2923, 3543, 2923, 5671]",,"[-0.15272664,38.96816756]"
7106,Cortes de Pallás,Comunitat Valenciana,Valencia,771,233.012831,8.612207282281465,3,"[2488, 2488, 9508]",,"[-0.94088107,39.24291836]"
7101,Catarroja,Comunitat Valenciana,Valencia,28608,13.1569,2.0464509640486543,4,"[7231, 7231, 7231, 7734]",,"[-0.40311595,39.40248625]"
7090,Carcaixent,Comunitat Valenciana,Valencia,20436,59.254777,4.342964104929359,4,"[7231, 7231, 7231, 3543]",,"[-0.44698055,39.12276198]"
7077,Bétera,Comunitat Valenciana,Valencia,24604,75.095749,4.889137287897879,3,"[2478, 1472, 7040]",,"[-0.46050256,39.59086755]"
7048,Aras de los Olmos,Comunitat Valenciana,Valencia,359,76.037429,4.919696004083987,4,"[999, 7139, 10447, 7661]",,"[-1.13281495,39.9241561]"
7038,Alginet,Comunitat Valenciana,Valencia,13827,24.072076000000003,2.768097153972823,3,"[7231, 7231, 7231]",,"[-0.46964795,39.26153042]"
7029,Alfafar,Comunitat Valenciana,Valencia,21395,10.040967,1.7877728012807546,5,"[7231, 7231, 7231, 7734, 8540]",,"[-0.39004439,39.42259817]"
