ID,municipality,ccaa,province,municipality_inhabitants,geographic_area,radius,routes_number,routes_ids,mountain_passes_ids,coords
3421,Jaca,Aragón,Huesca,13129,406.339712,11.372846830132069,7,"[3813, 5867, 6454, 7196, 7966, 8331, 8355]",,"(42.57073634,-0.54955746)"
4492,Álora,Andalucía,Málaga,13112,169.61970000000002,7.347890931819342,3,"[5997, 5998, 8415]",,"(36.82063001,-4.70685543)"
2141,Betanzos,Galicia,A Coruña,13053,24.211191,2.7760841900236586,3,"[4754, 9741, 10055]",,"(43.2791139,-8.210831839)"
5026,Laviana,Asturias,Asturias,12882,131.0564,6.458827309694092,8,"[825, 848, 2255, 2350, 3378, 3940, 4485, 5609]",,"(43.24549029,-5.56291541)"
2826,Salobreña,Andalucía,Granada,12513,34.908276,3.33341017227454,3,"[3927, 5257, 8315]",,"(36.74331277,-3.58852615)"
7509,Arrigorriaga,País Vasco,Bizkaia,12225,16.2498,2.2743042657147106,13,"[182, 1029, 1282, 1572, 1613, 3251, 3252, 3253, 4730, 8259, 8604, 9561, 9720]",,"(43.20562043,-2.88839541)"
5005,Cangas del Narcea,Asturias,Asturias,12124,823.5785000000001,16.19112613661209,3,"[4662, 5402, 6043]",,"(43.1772214,-6.55205753)"
7026,l'Alcúdia,Comunitat Valenciana,Valencia,12107,23.667413,2.7447320309218943,3,"[3543, 5903, 7734]",,"(39.19576372,-0.50645447)"
2770,Huétor Vega,Andalucía,Granada,12035,4.237674,1.1614173988414116,13,"[2764, 3434, 3447, 3453, 3454, 3499, 4127, 5727, 5760, 5938, 5941, 6393, 8326]",,"(37.14461301,-3.57174084)"
7578,Valle de Trápaga-Trapagaran,País Vasco,Bizkaia,11975,12.863499999999998,2.0235042984980867,28,"[1070, 1280, 1282, 1572, 1587, 1609, 1616, 1618, 2929, 3907, 4749, 4934, 5694, 6244, 6929, 6931, 6933, 6936, 6940, 7199, 8365, 8421, 8445, 8476, 8604, 9303, 9957, 10329]",,"(43.30496389,-3.03774962)"
7527,Etxebarri,País Vasco,Bizkaia,11691,3.2723,1.0205895378840109,15,"[181, 182, 1282, 1504, 1572, 1613, 3251, 3252, 3253, 4730, 6933, 8365, 8604, 9561, 9720]",,"(43.24590978,-2.89082182)"
3165,Azkoitia,País Vasco,Gipuzkoa,11627,54.712548,4.173188733053021,18,"[334, 1075, 1106, 1199, 1200, 1360, 2774, 2930, 3147, 7133, 7243, 7611, 7627, 8244, 8247, 8291, 8913, 8917]",,"(43.17827102,-2.31225807)"
3180,Elgoibar,País Vasco,Gipuzkoa,11570,39.11338,3.5284765015804265,22,"[311, 334, 1075, 1076, 1106, 1200, 1509, 2637, 2638, 2774, 2895, 3339, 3411, 4894, 7133, 7243, 7646, 8287, 8559, 8913, 8917, 8997]",,"(43.21397052,-2.41650379)"
3207,Oñati,País Vasco,Gipuzkoa,11497,107.3223,5.844798474980964,24,"[93, 311, 334, 1075, 1076, 1199, 1360, 3147, 3306, 3307, 3311, 3339, 3744, 3801, 7133, 7243, 7597, 7620, 8054, 8287, 8502, 8913, 9658, 10357]",,"(43.03296225,-2.4145444)"
2812,Peligros,Andalucía,Granada,11492,10.142785,1.7968141777053503,5,"[2784, 4759, 4761, 5889, 5938]",,"(37.23111512,-3.62811576)"
4652,Aranguren,Navarra,Navarra,11306,40.6054,3.5951453417089003,3,"[2601, 3068, 8508]",,"(42.78898523,-1.53544196)"
178,Benissa,Comunitat Valenciana,Alicante,11288,69.707341,4.710465358492452,3,"[1469, 1820, 6313]",,"(38.7151969,0.05043358)"
262,Teulada,Comunitat Valenciana,Alicante,11278,32.25,3.2039771884789308,4,"[1469, 1820, 1944, 6313]",,"(38.72911733,0.10231946)"
5812,Laredo,Cantabria,Cantabria,11023,15.298169,2.206705020180804,5,"[1618, 3270, 8499, 8532, 8957]",,"(43.40966667,-3.414166667)"
4645,Ansoáin,Navarra,Navarra,10836,1.927923,0.7833744415417252,3,"[2231, 7563, 8407]",,"(42.83395631,-1.64497536)"
4143,Lardero,La Rioja,La Rioja,10813,20.619701,2.561921023427062,6,"[4388, 4389, 4391, 8138, 8394, 10362]",,"(42.42703917,-2.46253648)"
5802,Los Corrales de Buelna,Cantabria,Cantabria,10767,45.2847,3.796647731277732,4,"[686, 784, 5792, 6299]",,"(43.25561111,-4.068305556)"
5027,Lena,Asturias,Asturias,10701,315.86560000000003,10.027108659644606,18,"[265, 802, 825, 848, 923, 925, 2255, 2350, 3988, 4115, 4154, 4340, 4485, 5609, 5611, 5617, 5618, 7536]",,"(43.15927913,-5.82960591)"
3606,Villacarrillo,Andalucía,Jaén,10673,239.5538,8.732248536440343,5,"[2117, 7569, 7959, 8495, 9522]",,"(38.10893521,-3.08623926)"
3224,Ordizia,País Vasco,Gipuzkoa,10503,5.65707,1.3419005540727027,11,"[757, 1360, 1362, 7620, 7621, 7641, 7658, 8247, 8287, 8576, 9856]",,"(43.05312883,-2.17981927)"
190,Castalla,Comunitat Valenciana,Alicante,10461,114.599725,6.039713579275447,5,"[646, 650, 680, 3189, 8422]",,"(38.59657643,-0.67026538)"
1821,l'Alcora,Comunitat Valenciana,Castellón,10417,95.1758,5.504119114063377,6,"[527, 528, 4062, 5226, 8492, 9467]",,"(40.07561838,-0.21228342)"
4996,Aller,Asturias,Asturias,10413,376.3217,10.94470819082106,7,"[825, 848, 2255, 2350, 3378, 4485, 5609]",,"(43.16103558,-5.63476777)"
3211,Oiartzun,País Vasco,Gipuzkoa,10309,59.4939,4.351718310464124,15,"[211, 226, 253, 334, 2719, 3641, 3771, 4198, 7133, 7243, 7636, 7639, 7640, 8913, 9654]",,"(43.29917099,-1.860292156)"
1,Amurrio,País Vasco,Álava,10264,96.4953,5.542141836371005,15,"[877, 1280, 1525, 1613, 3251, 4263, 4374, 4489, 4981, 4982, 5599, 5904, 6244, 7603, 9685]",,"(43.05427776,-3.00007326)"
238,Pego,Comunitat Valenciana,Alicante,10133,52.846658,4.101411264066984,6,"[656, 768, 1816, 2678, 2762, 2923]",,"(38.84201714,-0.11803172)"
3229,Zumaia,País Vasco,Gipuzkoa,10111,11.276564,1.8945800087954925,14,"[334, 1200, 7133, 7243, 7611, 7626, 7627, 7646, 7659, 8244, 8247, 8287, 8913, 8917]",,"(43.2972336,-2.25667184)"
2771,Íllora,Andalucía,Granada,10065,197.4424,7.927655448273748,10,"[1520, 3460, 3501, 3747, 4006, 4400, 4759, 4761, 5889, 6680]",,"(37.28611488,-3.88172313)"
3228,Zumarraga,País Vasco,Gipuzkoa,9781,18.419976,2.421414205221146,13,"[334, 1199, 1360, 2930, 3147, 7133, 7243, 7620, 8287, 8291, 8913, 9658, 10357]",,"(43.0891329,-2.3138734)"
5020,Grado,Asturias,Asturias,9703,216.71127,8.305490857284902,6,"[261, 923, 3422, 3987, 5916, 7536]",,"(43.38929203,-6.06990452)"
2698,Alhendín,Andalucía,Granada,9509,50.5573,4.01158955735433,14,"[1520, 2455, 2784, 3434, 3460, 3467, 3499, 3501, 3747, 3927, 4006, 4127, 5257, 7028]",,"(37.10823076,-3.64587295)"
4300,Burela,,Lugo,9498,7.778994,1.573570749762227,3,"[1243, 8493, 8889]",,"(43.65912386,-7.357704019)"
7500,Abanto y Ciérvana-Abanto Zierbena,País Vasco,Bizkaia,9471,16.195999999999998,2.270536249703407,17,"[1070, 1587, 1609, 1616, 1618, 3907, 4749, 5694, 6929, 6931, 6936, 7199, 8421, 8476, 9303, 9957, 10329]",,"(43.320733,-3.073873)"
2208,Santa Comba,Galicia,A Coruña,9362,203.702339,8.05234852186591,4,"[353, 944, 1538, 1955]",,"(43.03653809,-8.820120408)"
3465,Sabiñánigo,Aragón,Huesca,9185,586.817701,13.667093283539955,7,"[2650, 5867, 6441, 6454, 7065, 8331, 8355]",,"(42.51870902,-0.36403034)"
5851,Santa María de Cayón,Cantabria,Cantabria,9167,47.641733,3.894200707068333,6,"[686, 1144, 5780, 8585, 9134, 10421]",,"(43.30961111,-3.852944444)"
2202,Porto do Son,Galicia,A Coruña,9142,94.57751,5.486791963007821,4,"[432, 1302, 4470, 9590]",,"(42.72461934,-9.006363639)"
4438,Soto del Real,Comunidad de Madrid,Madrid,8981,43.213762,3.708818612150707,6,"[92, 4574, 7116, 7128, 8384, 8592]",,"(40.75294194,-3.78826026)"
5836,Reinosa,Cantabria,Cantabria,8946,4.0585,1.1365991607210388,7,"[460, 3219, 3409, 5792, 6267, 8113, 8665]",,"(43.00105556,-4.137972222)"
5800,Colindres,Cantabria,Cantabria,8598,5.923605,1.373148798980127,4,"[3270, 7076, 8499, 8957]",,"(43.39505556,-3.446888889)"
7594,Zalla,País Vasco,Bizkaia,8450,31.077800000000003,3.1452103027031755,16,"[1003, 1613, 1618, 2516, 3270, 4749, 4934, 5694, 6936, 6940, 8476, 8590, 9189, 9701, 9957, 10325]",,"(43.2133741,-3.12995548)"
3800,Villablino,,León,8444,228.2435,8.523613823679948,4,"[1560, 2603, 5402, 8168]",,"(42.93983987,-6.31699477)"
7571,Ondarroa,País Vasco,Bizkaia,8395,4.2953,1.1692874996933558,13,"[311, 334, 1200, 2637, 3339, 4995, 7133, 7243, 7646, 8559, 8791, 8913, 8917]",,"(43.32083031,-2.42042611)"
7581,Ortuella,País Vasco,Bizkaia,8385,7.9598,1.5917528411177784,18,"[1070, 1587, 1609, 1616, 1618, 3907, 4749, 5694, 6929, 6931, 6936, 7199, 8365, 8421, 8476, 9303, 9957, 10329]",,"(43.31042184,-3.05702626)"
2196,Padrón,Galicia,A Coruña,8366,48.374163,3.924020681862968,4,"[1157, 6291, 9322, 9347]",,"(42.73732717,-8.6604106)"
4219,Villamediana de Iregua,La Rioja,La Rioja,8359,20.458427,2.5518825093911937,5,"[4388, 4389, 4391, 8138, 10362]",,"(42.42647078,-2.41987358)"
5789,Cabezón de la Sal,Cantabria,Cantabria,8358,33.2286,3.252224953857984,7,"[1772, 2347, 2450, 3219, 4217, 5367, 7800]",,"(43.30894444,-4.236861111)"
3199,Legazpi,País Vasco,Gipuzkoa,8321,41.842276,3.649490233735652,17,"[334, 757, 1199, 1360, 2930, 3147, 3307, 7133, 7243, 7620, 8261, 8287, 8291, 8502, 8913, 9658, 10357]",,"(43.05367849,-2.33330298)"
3243,Aracena,Andalucía,Huelva,8255,184.452493,7.6624353019658065,5,"[203, 6966, 6967, 6970, 6971]",,"(37.8894945,-6.56158282)"
2727,Cenes de la Vega,Andalucía,Granada,8153,6.488566,1.4371394766072,11,"[2764, 3447, 3453, 3454, 4127, 5727, 5760, 5938, 5941, 6393, 8326]",,"(37.15945749,-3.53735586)"
4158,Nájera,La Rioja,La Rioja,8072,37.438201,3.452089458905907,3,"[2126, 2513, 5141]",,"(42.41601826,-2.73573434)"
1794,Olvera,Andalucía,Cádiz,8062,193.6929,7.852020171855188,6,"[374, 382, 393, 396, 7486, 8396]",,"(36.93513981,-5.26815266)"
2795,Monachil,Andalucía,Granada,8007,88.917631,5.320084098764527,21,"[2764, 2784, 3434, 3447, 3453, 3454, 3460, 3499, 3747, 3927, 4006, 4127, 4761, 5727, 5760, 5889, 5938, 5941, 6393, 7028, 8326]",,"(37.13135337,-3.53893588)"
2145,Brión,Galicia,A Coruña,7923,74.73270000000001,4.877304747940001,4,"[1538, 6291, 9335, 9724]",,"(42.86660388,-8.677478542)"
4679,Baztan,Navarra,Navarra,7850,370.9896,10.866893815945213,10,"[231, 232, 943, 2336, 3713, 3776, 5044, 8351, 8412, 8508]",,"(43.14547597,-1.51610308)"
2200,Pontedeume,Galicia,A Coruña,7753,29.259647,3.051821280329012,9,"[2687, 4754, 5149, 5588, 6920, 8675, 9657, 10055, 10155]",,"(43.40790879,-8.171862778)"
7588,Balmaseda,País Vasco,Bizkaia,7722,22.3736,2.6686553572612297,14,"[1003, 1618, 2516, 3270, 4749, 4934, 5694, 6940, 7995, 8590, 9189, 9701, 9957, 10325]",,"(43.1962765,-3.19266525)"
7499,Abadiño,País Vasco,Bizkaia,7658,35.9292,3.381803190451177,21,"[93, 182, 334, 1084, 1282, 1504, 1525, 1530, 3289, 3339, 3411, 3744, 4894, 4964, 7133, 7597, 8559, 8913, 8917, 8997, 9477]",,"(43.14764599,-2.60687319)"
232,Onil,Comunitat Valenciana,Alicante,7600,48.410481,3.925493429252125,3,"[646, 650, 8422]",,"(38.62952092,-0.6740463)"
5819,Medio Cudeyo,Cantabria,Cantabria,7577,26.425376,2.9002480509985884,10,"[23, 48, 686, 1144, 2294, 3270, 4347, 5906, 8585, 10421]",,"(43.37869444,-3.734444444)"
2735,Cúllar Vega,Andalucía,Granada,7547,4.2652,1.1651833125177338,9,"[1520, 3460, 3501, 4006, 4400, 4759, 4761, 5889, 6680]",,"(37.15344636,-3.67166338)"
7569,Muskiz,País Vasco,Bizkaia,7536,21.0098,2.5860416485817943,15,"[1587, 1609, 1616, 1618, 3270, 4749, 5694, 6929, 6931, 6936, 7091, 7199, 8476, 9957, 10329]",,"(43.32291,-3.12481)"
4638,Altsasu,Navarra,Navarra,7465,26.723478,2.916560876978477,8,"[757, 761, 762, 765, 7641, 7658, 8047, 8502]",,"(42.89495157,-2.17054551)"
4895,Berrioplano,Navarra,Navarra,7457,26.1334,2.8841810150064537,4,"[2231, 7563, 8115, 8407]",,"(42.85259037,-1.69315704)"
7530,Elorrio,País Vasco,Bizkaia,7375,37.0086,3.4322260570431977,18,"[93, 334, 1075, 1076, 1084, 1504, 1530, 2638, 3339, 3744, 4894, 7133, 7243, 7597, 8559, 8913, 8917, 8997]",,"(43.12992838,-2.5427476)"
3544,Cazorla,Andalucía,Jaén,7352,305.403906,9.859657967343608,4,"[2117, 5958, 8765, 9114]",,"(37.91223066,-3.00134534)"
7555,Lekeitio,País Vasco,Bizkaia,7317,1.7933,0.7555288108729397,12,"[311, 334, 1200, 2637, 3339, 7133, 7243, 8559, 8791, 8913, 8917, 9764]",,"(43.36301895,-2.50296026)"
2747,Dúrcal,Andalucía,Granada,7111,76.634218,4.938964685746258,9,"[2455, 3434, 3467, 3499, 3927, 4127, 4797, 5257, 7028]",,"(36.988117,-3.56634078)"
3161,Aretxabaleta,País Vasco,Gipuzkoa,7103,26.9263,2.927607802607352,16,"[93, 311, 334, 1026, 1075, 1076, 3147, 3306, 3307, 3310, 3311, 3744, 7133, 7597, 8054, 8502]",,"(43.03338141,-2.50292256)"
206,Finestrat,Comunitat Valenciana,Alicante,7103,42.25396800000001,3.667400209051871,6,"[621, 629, 647, 1469, 7023, 9500]",,"(38.56697349,-0.2117688)"
231,Ondara,Comunitat Valenciana,Alicante,7076,10.413359,1.8206227964481767,3,"[2678, 2762, 6313]",,"(38.82692459,0.01764367)"
3232,Astigarraga,País Vasco,Gipuzkoa,7029,11.906552,1.9467830771239287,20,"[253, 334, 1362, 2722, 2728, 3147, 3407, 3605, 4198, 7133, 7243, 7629, 7630, 7631, 7636, 7639, 7640, 8287, 8913, 9654]",,"(43.28148367,-1.94874465)"
220,Jijona,Comunitat Valenciana,Alicante,6879,163.760691,7.21987015250957,5,"[629, 647, 650, 3189, 5002]",,"(38.53902509,-0.50791278)"
3225,Urretxu,País Vasco,Gipuzkoa,6782,7.711878,1.5667677773504347,6,"[1199, 2930, 3147, 8291, 9658, 10357]",,"(43.09363875,-2.31443731)"
5076,Aguilar de Campoo,,Palencia,6749,235.3173,8.654689354492481,3,"[460, 3409, 8665]",,"(42.79264578,-4.25993817)"
7543,Güeñes,País Vasco,Bizkaia,6736,41.4767,3.633512458117508,24,"[1003, 1280, 1613, 1618, 2516, 3251, 3290, 4489, 4749, 4934, 5478, 5491, 5694, 6244, 6936, 6940, 7995, 8476, 8590, 9189, 9303, 9701, 9957, 10325]",,"(43.21290309,-3.09591381)"
7596,Derio,País Vasco,Bizkaia,6730,10.1525,1.7976744873630253,14,"[181, 1504, 1572, 3252, 3253, 4191, 4934, 6933, 8365, 8604, 8724, 8866, 9720, 9992]",,"(43.291325,-2.88697)"
1141,Taradell,Cataluña,Barcelona,6640,27.359839,2.951082322289737,3,"[6723, 8108, 8335]",,"(41.87339318,2.28776594)"
1820,Alcalà de Xivert,Comunitat Valenciana,Castellón,6638,167.55864499999998,7.303112247362822,5,"[533, 1441, 7169, 8429, 8682]",,"(40.30417404,0.22571524)"
2473,Arbúcies,Cataluña,Girona,6608,86.219114,5.238733834374526,4,"[6723, 7865, 8108, 8378]",,"(41.8160888,2.51366963)"
1650,Jaraíz de la Vera,Extremadura,Cáceres,6503,62.529861,4.461370461438284,3,"[3627, 3833, 8200]",,"(40.05999042,-5.75717418)"
4384,Miraflores de la Sierra,Comunidad de Madrid,Madrid,6362,56.657477,4.24671554058046,8,"[92, 4574, 4740, 7116, 7128, 8339, 8384, 8592]",,"(40.81390254,-3.76539731)"
4960,O Pereiro de Aguiar,Galicia,Ourense,6350,60.890346,4.402494041053617,4,"[2769, 5288, 5299, 6603]",,"(42.34655247,-7.799997247)"
392,Arenas de San Pedro,,Ávila,6344,194.617265,7.870734057831987,6,"[1898, 3519, 4721, 5115, 5759, 7830]",,"(40.20868842,-5.0911461)"
5006,Cangas de Onís,Asturias,Asturias,6209,213.2352,8.238611140342305,5,"[1915, 2961, 5518, 8392, 8487]",,"(43.34839001,-5.12749781)"
3220,Urnieta,País Vasco,Gipuzkoa,6185,22.400004,2.670229587586088,28,"[334, 1362, 2722, 2724, 2728, 2730, 3147, 3407, 3605, 4198, 4988, 7133, 7243, 7620, 7621, 7629, 7630, 7631, 7636, 7639, 7640, 7641, 7648, 7658, 7659, 8244, 8287, 8913]",,"(43.24800486,-1.99058553)"
3221,Usurbil,País Vasco,Gipuzkoa,6173,25.641350000000003,2.856899738192084,27,"[334, 1362, 2722, 2724, 2730, 4198, 4988, 7133, 7611, 7620, 7621, 7626, 7627, 7629, 7630, 7631, 7636, 7639, 7640, 7641, 7646, 7648, 7658, 7659, 8244, 8287, 8913]",,"(43.27013092,-2.05059814)"
3209,Orio,País Vasco,Gipuzkoa,6091,9.808059,1.76691676187417,19,"[334, 2722, 2724, 2730, 4988, 7133, 7243, 7611, 7626, 7627, 7629, 7630, 7631, 7646, 7648, 7659, 8867, 8913, 9256]",,"(43.27641833,-2.12752351)"
4029,Tremp,Cataluña,Lleida,5911,302.47360000000003,9.812242967070166,3,"[5601, 8411, 8460]",,"(42.16727663,0.8956651)"
7541,Gorliz,País Vasco,Bizkaia,5891,10.2283,1.8043728537825208,4,"[1572, 4191, 8365, 8604]",,"(43.41285171,-2.93434507)"
3223,Villabona,País Vasco,Gipuzkoa,5876,17.738836,2.37622256204566,22,"[334, 2722, 2728, 3147, 3605, 4988, 7133, 7243, 7348, 7611, 7620, 7621, 7629, 7630, 7631, 7641, 7648, 7658, 7659, 8244, 8287, 8913]",,"(43.18722478,-2.05373256)"
2697,Alhama de Granada,Andalucía,Granada,5867,419.6017,11.55694843118192,4,"[1520, 3501, 3747, 4006]",,"(37.0037636,-3.98605626)"
2136,Ares,Galicia,A Coruña,5829,18.309622,2.414149967630077,5,"[5149, 5588, 6920, 9657, 10155]",,"(43.42655903,-8.243659533)"
2806,Órgiva,Andalucía,Granada,5784,134.13909999999998,6.534347848714202,12,"[2302, 3434, 3467, 3499, 3927, 4121, 4127, 4797, 5257, 7028, 8315, 8639]",,"(36.90119925,-3.42391088)"
1337,Medina de Pomar,,Burgos,5734,214.196408,8.257159003881464,5,"[1854, 3736, 4669, 5769, 9332]",,"(42.92852281,-3.48750314)"
5795,Cartes,Cantabria,Cantabria,5731,18.9339,2.454960989640566,3,"[686, 784, 6299]",,"(43.32336111,-4.069777778)"
7150,Xeraco,Comunitat Valenciana,Valencia,5720,20.216401,2.536743040470216,3,"[1469, 5671, 7231]",,"(39.03284153,-0.21567267)"
6423,La Sénia,Cataluña,Tarragona,5640,108.4967,5.876690520123975,7,"[1837, 4252, 4253, 5500, 5502, 8329, 8682]",,"(40.6361383,0.28236554)"
1925,Torreblanca,Comunitat Valenciana,Castellón,5574,29.814,3.0805955195018115,3,"[533, 7169, 8429]",,"(40.22098739,0.19581098)"
1775,Algodonales,Andalucía,Cádiz,5506,134.0471,6.532106656121498,6,"[352, 382, 393, 396, 8366, 8916]",,"(36.88076763,-5.40470441)"
3177,Deba,País Vasco,Gipuzkoa,5460,50.322469,4.002262100685963,18,"[311, 334, 1075, 1200, 2637, 2638, 2774, 3339, 4995, 7133, 7243, 7626, 7646, 8287, 8559, 8791, 8913, 8917]",,"(43.29467572,-2.35409242)"
5040,Parres,Asturias,Asturias,5315,126.2438,6.339128933886578,3,"[1915, 2961, 8487]",,"(43.38601098,-5.19086415)"
5805,Entrambasaguas,Cantabria,Cantabria,5260,43.188435,3.7077316087063465,9,"[23, 48, 686, 2294, 3270, 4347, 5906, 8585, 10421]",,"(43.37905556,-3.683055556)"
2717,Cájar,Andalucía,Granada,5205,1.649126,0.7245218297909639,6,"[2764, 3447, 4127, 5938, 5941, 6393]",,"(37.13433161,-3.57097669)"
2762,Gualchos,Andalucía,Granada,5190,31.030094,3.1427953468703067,3,"[2302, 5257, 8315]",,"(36.74323519,-3.39076872)"
5037,Noreña,Asturias,Asturias,5145,5.658149,1.3420285215242895,4,"[3378, 3381, 4485, 5310]",,"(43.39417226,-5.70756578)"
5817,Marina de Cudeyo,Cantabria,Cantabria,5106,29.304209,3.0541443350057342,4,"[1144, 5906, 8585, 10421]",,"(43.41869444,-3.757111111)"
3531,Beas de Segura,Andalucía,Jaén,5100,159.373621,7.122505214614651,3,"[2117, 7959, 8495]",,"(38.2506588,-2.88730567)"
3765,Sariegos,,León,5084,36.354241,3.40174767654833,5,"[885, 1841, 4179, 4340, 9705]",,"(42.64737442,-5.63114916)"
4243,Castro de Rei,,Lugo,5073,176.970735,7.505424890596673,5,"[1091, 1173, 2088, 2090, 10433]",,"(43.20732709,-7.398831947)"
7558,Markina-Xemein,País Vasco,Bizkaia,5068,45.3242,3.798303200972636,13,"[334, 1076, 1200, 2637, 3339, 3411, 4995, 7133, 7243, 7646, 8913, 8997, 9764]",,"(43.26711735,-2.49812305)"
36,Agurain,País Vasco,Álava,5038,37.769884000000005,3.4673475977152504,4,"[765, 3305, 8502, 8755]",,"(42.850452,-2.389753)"
3645,Cacabelos,,León,4996,32.66425,3.2244890116575022,3,"[7, 882, 3139]",,"(42.59956746,-6.72596731)"
3553,La Guardia de Jaén,Andalucía,Jaén,4983,38.428699,3.4974571049066614,4,"[3854, 8695, 8765, 9678]",,"(37.74337599,-3.69523974)"
4445,Torrelaguna,Comunidad de Madrid,Madrid,4854,43.403569,3.7169547752320646,3,"[7441, 8384, 8592]",,"(40.8280031,-3.53820055)"
139,Agost,Comunitat Valenciana,Alicante,4794,66.635352,4.605501244297948,4,"[680, 3189, 8145, 9550]",,"(38.43949316,-0.63891979)"
3584,Pozo Alcón,Andalucía,Jaén,4731,138.60853600000002,6.642316173268047,3,"[2765, 5958, 8765]",,"(37.70555969,-2.93451693)"
272,el Verger,Comunitat Valenciana,Alicante,4709,8.158949999999999,1.6115422342599857,3,"[1469, 2678, 2762]",,"(38.84290338,0.01012098)"
7517,Berriz,País Vasco,Bizkaia,4580,29.7695,3.07829563199554,19,"[93, 334, 1084, 1504, 1530, 3289, 3339, 3411, 3744, 4894, 4964, 7133, 7243, 7597, 8559, 8913, 8917, 8997, 9477]",,"(43.16900115,-2.57311295)"
7599,Sondika,País Vasco,Bizkaia,4547,6.846,1.4761925297964145,10,"[181, 1504, 1572, 3252, 4191, 4934, 8604, 8724, 9720, 9992]",,"(43.29792175,-2.92585198)"
2205,Rois,Galicia,A Coruña,4505,92.9267,5.438696363181964,5,"[1157, 6291, 9322, 9347, 9724]",,"(42.76075414,-8.690322783)"
2091,Hornachuelos,Andalucía,Córdoba,4480,909.2006,17.0119623425723,3,"[111, 8438, 9531]",,"(37.83117536,-5.24226581)"
7262,Vilallonga,Comunitat Valenciana,Valencia,4370,43.318268,3.713300514772872,4,"[768, 2762, 2923, 3543]",,"(38.88434512,-0.20893948)"
4421,Robledo de Chavela,Comunidad de Madrid,Madrid,4364,93.009216,5.441110523416765,4,"[336, 387, 398, 2879]",,"(40.50177848,-4.23937403)"
7575,Plentzia,País Vasco,Bizkaia,4353,5.906499999999999,1.3711648136782888,4,"[1521, 1572, 8365, 8604]",,"(43.40512375,-2.94749406)"
7592,Igorre,País Vasco,Bizkaia,4337,17.0878,2.3322098863328824,8,"[182, 311, 1029, 1282, 1525, 3744, 4306, 8259]",,"(43.16481092,-2.77771877)"
5779,Ampuero,Cantabria,Cantabria,4319,32.466906,3.214733735010256,6,"[1103, 1618, 7076, 8499, 8532, 8957]",,"(43.34238889,-3.417416667)"
5786,Bárcena de Cicero,Cantabria,Cantabria,4319,36.251423,3.3969338153040907,3,"[23, 3270, 8499]",,"(43.42461111,-3.522916667)"
6180,El Saucejo,Andalucía,Sevilla,4235,92.197151,5.41730523551789,3,"[374, 7486, 10040]",,"(37.07107032,-5.09744762)"
5853,Santillana del Mar,Cantabria,Cantabria,4229,28.5045,3.012182420361863,4,"[686, 784, 2347, 3219]",,"(43.39058333,-4.108361111)"
718,Monesterio,Extremadura,Badajoz,4216,322.351696,10.12953561245343,3,"[403, 419, 3229]",,"(38.08759297,-6.27266541)"
7572,Urduña,País Vasco,Bizkaia,4192,33.5981,3.270257234286916,8,"[1280, 1613, 3251, 4374, 4981, 4982, 5599, 5904]",,"(42.99500697,-3.00709206)"
605,El Tiemblo,,Ávila,4180,75.585051,4.9050395227391705,4,"[387, 2879, 6342, 8382]",,"(40.41568332,-4.50074945)"
2600,Riells i Viabrea,Cataluña,Girona,4153,27.0633,2.9350461322301777,3,"[6723, 8108, 8378]",,"(41.77641711,2.51241583)"
7563,Ugao-Miraballes,País Vasco,Bizkaia,4148,5.2573,1.293617660434422,7,"[182, 1029, 1613, 3251, 4730, 8259, 9561]",,"(43.18037434,-2.90160794)"
3182,Eskoriatza,País Vasco,Gipuzkoa,4106,40.2807,3.58074224842507,12,"[93, 311, 1026, 3147, 3306, 3307, 3310, 3311, 3744, 7597, 8054, 8502]",,"(43.01682946,-2.52821422)"
3649,Camponaraya,,León,4097,29.12883,3.0449914417057258,3,"[7, 5630, 9137]",,"(42.58036974,-6.67134414)"
5857,San Vicente de la Barquera,Cantabria,Cantabria,4095,41.7394,3.6450010418182495,3,"[2450, 4217, 7800]",,"(43.38413889,-4.401666667)"
1642,Hervás,Extremadura,Cáceres,3957,59.779176,4.362139178473775,5,"[1741, 2652, 3619, 3627, 8200]",,"(40.27437444,-5.85761997)"
5877,Villaescusa,Cantabria,Cantabria,3933,28.412231,3.007303254965942,4,"[686, 1144, 8585, 10421]",,"(43.37033333,-3.856638889)"
4705,Cizur,Navarra,Navarra,3924,52.49937,4.087912598351964,6,"[761, 762, 2231, 5366, 8115, 8407]",,"(42.79166992,-1.71779566)"
3213,Soraluze-Placencia de las Armas,País Vasco,Gipuzkoa,3923,14.217775,2.127356989107292,17,"[311, 334, 1075, 1076, 1106, 1509, 2638, 2774, 3339, 4894, 7133, 7646, 8287, 8559, 8913, 8917, 8997]",,"(43.17432947,-2.41257608)"
2152,Carnota,Galicia,A Coruña,3899,70.897431,4.750505280511544,3,"[944, 3508, 4470]",,"(42.82092669,-9.087100494)"
2177,Mazaricos,Galicia,A Coruña,3841,187.304492,7.721446244779939,4,"[944, 1538, 1955, 3508]",,"(42.93644317,-8.990611861)"
1484,Valle de Mena,,Burgos,3805,262.6915,9.144238947735476,11,"[1280, 1613, 2516, 3251, 3270, 5478, 5491, 6244, 6940, 7995, 8590]",,"(43.10120829,-3.28210215)"
4491,Almogía,Andalucía,Málaga,3792,162.88893,7.200627439556932,4,"[5997, 8379, 8410, 8435]",,"(36.82473079,-4.54115435)"
