ID,name,ccaa,province,start,midpoint,trailrank,distance,gradient,min_alt,max_alt,municipality,mountain_passes_ids,municipalities_ids,difficulty_score
923,Angliru por Oviedo y Lena.,,,"[-6.101982,43.158859]","[-5.939921,43.235847]",67,124,3476,101,1566,,[0],"[5039, 5027, 5020, 5067]",8
5611,Angliru y Gamoniteiro por Oviedo y Lena.,,,"[-5.8297,43.155729]","[-5.929957,43.288199]",51,118,4234,102,1700,,"[0, 1, 84, 131]","[5039, 5027, 5067]",10
881,Ancares y Sierra De Morela por Cervantes y Ibias.,,,"[-7.157974,42.852246]","[-6.844199,42.889535]",55,130,2861,289,1651,,"[3, 182, 1109]","[4245, 5022]",7
5618,Pajares-Cuitu Negru y La Cubilla por Lena.,,,"[-5.806177,43.128166]","[-5.829091,43.083221]",42,121,2917,344,1824,,"[4, 51, 69, 438]",[5027],7
3467,Puerto Camacho y Haza Del Lino por Dúrcal y Órgiva.,,,"[-3.609443,37.156292]","[-3.275512,36.854694]",89,158,2450,242,1186,,"[5, 13]","[2747, 2806, 2818]",7
5630,Morredero - Portillinos y Fonte Da Cova-Collada Trevinca por Ponferrada y O Barco de Valdeorras.,,,"[-6.598849,42.556634]","[-6.708998,42.29604]",61,157,3201,342,1960,,"[6, 17, 32, 407]","[3723, 4910]",8
4740,Navacerrada-Bola Del Mundo y Morcuera por Rascafría.,,,"[-3.770706,40.812061]","[-3.996795,40.785964]",46,100,2354,1035,2251,,"[7, 148, 157, 229]",[4416],6
6550,Salto De La Cabra y Fuente Dé por Potes.,,,"[-4.609893,43.15849]","[-4.602693,43.170711]",39,99,2779,94,1101,,"[9, 657, 838]",[5832],7
7252,Calar Alto y Velefique-Tetica De Bacares por Gérgal.,,,"[-2.391882,37.050099]","[-2.492193,37.26823]",80,122,3283,412,2164,,"[10, 15, 29, 64, 77]",[325],8
691,Carrascoy por Murcia y Alhama de Murcia.,,,"[-1.153612,37.957681]","[-1.30439,37.831406]",15,73,1367,49,1064,,[11],"[4613, 4591]",4
4894,Oiz y Monte Oiz por Durango.,,,"[-2.421881,43.209405]","[-2.612288,43.22764]",48,75,1419,18,1018,,"[12, 417, 699, 1039, 1096, 1110]",[7525],4
5257,Haza Del Lino por Motril y Dúrcal.,,,"[-3.596787,37.182303]","[-3.262158,36.758787]",66,214,3043,7,1275,,[13],"[2800, 2747, 2806, 2818]",8
120,Peñas Blancas-Los Reales y Encinas Borrachas por Estepona y Ronda.,,,"[-5.147178,36.75532]","[-5.202558,36.482633]",24,138,4166,240,1458,,"[14, 426]","[4531, 4563, 4526]",10
714,Calar Alto y Velefique-Tetica De Bacares por Tíjola y Gérgal.,,,"[-2.439974,37.345602]","[-2.45027,37.182362]",61,95,2405,671,2163,,"[10, 15, 29, 64, 77]","[368, 325]",6
1489,Pradell y Josa por Berga.,,,"[1.853583,42.107265]","[1.568165,42.230493]",65,115,4117,632,1745,,"[16, 260, 808]",[887],10
5147,Fonte Da Cova-Collada Trevinca y Fonte Da Cova por O Barco de Valdeorras.,,,"[-6.993183,42.419836]","[-6.678986,42.298614]",37,105,2659,325,1809,,"[17, 407]",[4910],6
6727,Turó De L´Home por Sant Celoni.,,,"[2.490418,41.68586]","[2.450068,41.760025]",60,52,2084,144,1699,,[18],[1065],5
8589,La Panadera por Jaén y Martos.,,,"[-3.792983,37.75714]","[-3.831995,37.652074]",39,91,2602,583,1843,,[19],"[3565, 3575]",6
9500,Sierra De Bernia por Alicante y Benidorm.,,,"[-0.526918,38.40311]","[-0.093333,38.6339]",19,140,2302,18,672,,[21],"[151, 168, 247]",6
8326,La Ragua y Puerto De La Ragua por Guadix.,,,"[-3.599795,37.159726]","[-3.049014,37.172633]",88,199,3146,649,2033,,"[22, 490, 1030]",[2761],8
5044,Ibañeta-Ortzanzurieta y Artesiaga por Baztan y Esteribar.,,,"[-1.352348,42.972313]","[-1.42872,43.08615]",28,136,3327,148,1542,,"[24, 152, 617]","[4679, 4727]",8
5752,Pagolar y Altube por Vitoria-Gasteiz y Zuia.,,,"[-2.699593,42.864494]","[-3.00706,43.131296]",14,111,1578,22,631,,"[26, 326]","[44, 48]",5
5935,Rasos De Peguera por Berga.,,,"[1.85487,42.108059]","[1.765188,42.138233]",83,36,1215,781,1951,,[27],[887],3
3422,San Lorenzo y Maravio por Grado y Teverga.,,,"[-6.065119,43.393424]","[-6.163024,43.149475]",54,113,3395,65,1389,,"[28, 60, 476]","[5020, 5067]",8
7005,Calar Alto y Venta Luisa - Calar Alto por Tíjola y Gérgal.,,,"[-2.506767,37.344774]","[-2.442583,37.182182]",79,127,3558,686,2146,,"[10, 29, 64, 77]","[368, 325]",8
1147,Morredero - Portillinos y Peña Aguda-Llano De Las Ovejas por Ponferrada.,,,"[-6.055069,42.451794]","[-6.514539,42.448898]",43,176,2546,521,1949,,"[6, 32, 80]",[3723],7
7021,Morrón De Espuña-Collado Bermejo por Alhama de Murcia.,,,"[-1.873901,37.492565]","[-1.539463,37.861992]",49,157,1668,191,1547,,[33],[4591],6
9332,Picón Del Fraile y Lunada por Medina de Pomar y Espinosa de los Monteros.,,,"[-3.507419,42.934142]","[-3.642084,43.180695]",23,98,1442,576,1576,,"[34, 58]","[1337, 1274]",4
4222,El Yelmo por Santiago-Pontones.,,,"[-2.725869,38.247247]","[-2.637466,38.110885]",64,129,3509,721,1778,,[37],[3615],8
2513,Moncalvillo por Nájera.,,,"[-2.923907,42.566479]","[-2.612488,42.343689]",33,119,1683,429,1496,,[38],[4158],5
4034,Lagunas De Neila y Lagunas De Neila por Covaleda.,,,"[-2.763541,41.925845]","[-2.986523,42.128177]",56,134,2324,822,1864,,"[41, 89, 176]",[6259],6
1560,San Lorenzo y La Farrapona por Villablino y Teverga.,,,"[-6.2549,43.092808]","[-6.122492,43.15669]",47,117,3843,454,1713,,"[28, 42, 90, 430]","[3800, 5067]",8
2774,Azurki y Ixua por Azkoitia.,,,"[-2.462779,43.186947]","[-2.383,43.294933]",62,68,1541,13,679,,"[46, 281, 449, 1003]",[3165],4
382,El Boyar - Las Palomas y Las Palomas por Ronda y Olvera.,,,"[-5.413201,36.875963]","[-5.329667,36.800362]",64,88,2122,292,1174,,"[47, 119]","[4563, 1794, 1789]",5
6687,Collfred y Bracons por La Vall d'en Bas.,,,"[2.256315,42.127082]","[2.439988,42.130716]",70,74,1858,495,1305,,"[49, 101]",[2659],5
5537,San Glorio y Piedrasluengas por Potes y Velilla del Río Carrión.,,,"[-4.498618,42.865809]","[-4.724851,43.084869]",42,167,2118,331,1586,,"[50, 87]","[5832, 5223]",6
802,La Cubilla y Pajares por Lena.,,,"[-5.659714,42.941243]","[-5.913533,43.007108]",44,112,1948,362,1611,,"[51, 69, 689]",[5027],5
7231,Mondúver y Montdúver por València y Alzira.,,,"[-0.38679,39.44611]","[-0.33532,39.04384]",51,122,1187,0,832,,"[52, 424, 447, 1066]","[7257, 7024, 7073]",4
4504,Collao Espina y Lunada por Ramales de la Victoria y Espinosa de los Monteros.,,,"[-3.467357,43.255492]","[-3.655925,43.171362]",48,99,3056,58,1333,,"[53, 58, 61, 285]","[5834, 1274]",7
2516,Picón Blanco y El Cabrio por Zalla y Valle de Mena.,,,"[-2.971636,43.271806]","[-3.542082,43.129643]",38,152,2139,12,1514,,"[54, 314]","[7594, 1484, 1274]",6
3499,Trevélez por Dúrcal y Órgiva.,,,"[-3.59689,37.182318]","[-3.305722,36.906417]",80,190,2931,316,1526,,[55],"[2747, 2806]",8
5226,Mas De La Costa y El Colladico por Onda y Llucena.,,,"[-0.263892,39.968887]","[-0.294328,40.16032]",38,99,3399,139,980,,"[56, 773]","[1893, 1881]",7
4347,Lunada y Collado De Asón - La Sía por Espinosa de los Monteros.,,,"[-3.743744,43.345545]","[-3.578737,43.125442]",69,95,2240,35,1234,,"[58, 61, 285]",[1274],6
261,Maravio y Marabio por Oviedo y Grado.,,,"[-5.84859,43.358145]","[-6.13914,43.239102]",42,106,1533,61,1063,,"[60, 476]","[5039, 5020, 5067]",5
2294,Lunada y Collado De Asón - La Sía por Espinosa de los Monteros.,,,"[-3.743755,43.344127]","[-3.571267,43.153164]",62,96,2372,49,1313,,"[58, 61, 285]",[1274],6
6267,El Escudo por Reinosa.,,,"[-3.848887,42.972988]","[-4.319016,43.012913]",37,135,2098,827,1995,,[62],[5836],6
8410,Torcal De Antequera y La Joya por Málaga y Antequera.,,,"[-4.459712,36.720072]","[-4.520297,36.967194]",50,119,2569,53,1212,,"[63, 455]","[4547, 4495, 4491]",6
1802,Calar Alto y Venta Luisa - Calar Alto por Gérgal.,,,"[-2.53222,37.113908]","[-2.445343,37.265162]",77,113,3057,697,2160,,"[10, 29, 64, 77]",[325],7
2527,Cruz De La Demanda por Ezcaray.,,,"[-3.009449,42.327301]","[-3.019216,42.30764]",56,100,2700,808,1860,,[65],[4120],6
2446,Pajares y Millaró De La Tercia por La Robla.,,,"[-5.635786,42.821149]","[-5.737722,42.989377]",49,147,2491,970,1532,,"[69, 813, 843, 866, 937, 1062]",[3740],7
3858,San Rafael-Valdelinares y Peñarroya por Mora de Rubielos.,,,"[-0.568674,39.912022]","[-0.5588,40.33036]",60,188,3769,429,1930,,"[71, 1115]",[6704],9
2930,Samiño y Gorla por Azkoitia.,,,"[-2.308286,43.180093]","[-2.338441,43.099689]",33,48,1744,97,926,,"[75, 707]",[3165],4
7695,El Peñón por Puebla de Sanabria.,,,"[-6.190074,42.183424]","[-6.606892,42.122133]",46,118,1751,921,1846,,[76],[7763],5
713,Calar Alto y Velefique-Tetica De Bacares por Tíjola y Gérgal.,,,"[-2.439974,37.345602]","[-2.45027,37.182362]",61,133,3831,671,2163,,"[10, 15, 29, 64, 77]","[368, 325]",9
3987,Cruz De Linares y San Esteban De Las Cruces por Oviedo y Siero.,,,"[-5.68585,43.300432]","[-6.035405,43.263901]",24,99,1780,77,839,,"[78, 1071]","[5039, 5061, 5020]",5
8120,Foncebadón-Cruz De Ferro por Ponferrada.,,,"[-6.596166,42.547836]","[-6.309092,42.486199]",52,93,1369,490,1497,,[80],[3723],4
9678,Allanadas Del Santo por Jaén.,,,"[-3.808412,37.969913]","[-3.704567,37.737549]",16,81,1235,254,986,,[81],[3565],4
5906,Peña Cabarga y Cruz De Usaño por Ribamontán al Monte.,,,"[-3.681664,43.377604]","[-3.64828,43.29561]",44,85,2228,7,695,,"[82, 1034]",[5839],6
4154,Pajares y La Cobertoria por Lena y Teverga.,,,"[-5.829135,43.166285]","[-6.014051,43.036417]",43,164,4360,265,1577,,"[69, 84, 430, 689, 866]","[5027, 5067]",10
4546,El León y Boquete De Zafarraya por Málaga y Vélez-Málaga.,,,"[-4.421879,36.721093]","[-4.224329,37.010675]",80,135,2126,0,1113,,"[86, 198]","[4547, 4573, 4523]",6
5708,Piedrasluengas por Potes.,,,"[-4.625935,43.154997]","[-4.455935,43.084523]",49,81,1470,262,1354,,[87],[5832],4
8108,Turó De L´Home y Santa Fe Del Montseny por Sant Celoni.,,,"[2.478105,41.69525]","[2.341127,41.808342]",55,116,2920,176,1601,,"[18, 88, 130, 450]",[1065],7
2603,San Lorenzo y Somiedo por Villablino y Teverga.,,,"[-6.000381,42.971476]","[-6.219268,43.152716]",49,101,2349,482,1587,,"[28, 90, 430]","[3800, 5067]",6
7023,Serra Gelada por Benidorm.,,,"[-0.473053,38.445021]","[-0.068033,38.551717]",45,94,1567,5,426,,[91],[168],5
7507,La Borriqueta por Yeste y Nerpio.,,,"[-2.182406,38.423365]","[-2.348515,38.296985]",62,89,1704,614,1376,,[95],"[136, 105]",5
432,Iroite y Enxa por Boiro y Noia.,,,"[-8.894956,42.778232]","[-8.989603,42.598153]",49,102,2498,7,658,,"[96, 196]","[2143, 2189]",6
2049,Desierto Las Palmas-Monte Bartolo y Desierto De Las Palmas por Castelló de la Plana y Cabanes.,,,"[-0.042389,39.987635]","[0.021085,40.076935]",43,32,694,12,697,,"[97, 950]","[1853, 1846]",2
680,Xorret De Catí por Alicante y Castalla.,,,"[-0.484216,38.34589]","[-0.661928,38.555121]",51,80,1404,7,1058,,[99],"[151, 190, 139]",4
3627,Honduras y Piornal por Jaraíz de la Vera y Hervás.,,,"[-5.863033,40.272019]","[-5.772493,40.095388]",55,159,3517,423,1429,,"[100, 212]","[1650, 1642]",8
7859,Bracons por Vic y La Vall d'en Bas.,,,"[2.264136,41.93042]","[2.445875,42.106573]",74,100,1696,438,1126,,[101],"[1161, 2659]",5
7903,Xiabre por Pontevedra.,,,"[-8.759026,42.593221]","[-8.763814,42.507353]",39,96,1598,0,632,,[102],[5334],5
5402,Leitariegos por Cangas del Narcea y Villablino.,,,"[-6.490888,42.946192]","[-6.450696,43.055686]",51,100,1645,263,1431,,[104],"[5005, 3800]",5
2933,El León y La Mina por Málaga y Colmenar.,,,"[-4.348671,36.722022]","[-4.275375,36.867473]",43,76,2205,3,956,,"[86, 108, 109, 649]","[4547, 4523]",5
5035,El León y Santopitar por Málaga y Vélez-Málaga.,,,"[-4.415773,36.729704]","[-4.201723,36.835823]",52,95,2101,0,941,,"[86, 109, 649]","[4547, 4573]",5
5601,Presa de Sallente por Tremp.,,,"[0.986087,42.259372]","[0.990315,42.46659]",44,92,1787,500,1775,,[110],[4029],5
460,Golobar por Reinosa y Aguilar de Campoo.,,,"[-4.302887,42.787959]","[-4.238853,43.00763]",39,113,1703,855,1767,,[111],"[5836, 5076]",5
528,Vidré-Vistabella y Coll Del Vidre por València y Sagunto.,,,"[-0.207478,40.079379]","[-0.279037,40.294858]",74,210,3280,8,1441,,"[112, 631, 773]","[7257, 7227, 1893, 1881]",9
2653,Mijares y Pedro Bernardo por Casavieja y Burgohondo.,,,"[-4.694755,40.317474]","[-4.794651,40.403873]",49,127,2720,432,1575,,"[114, 665]","[428, 416]",7
5056,Navapelegrín y Navacerrada por Moralzarzal.,,,"[-4.018694,40.694362]","[-3.979519,40.872376]",42,70,2064,1013,1820,,"[116, 157]",[4389],5
6070,La Quesera y La Quesera por Riaza.,,,"[-3.481436,41.276097]","[-3.305526,41.110229]",62,82,1779,1151,1754,,"[117, 118, 498]",[6027],5
8364,La Quesera y La Quesera por Riaza.,,,"[-3.248938,41.002839]","[-3.329157,41.314094]",61,156,4469,943,1740,,"[117, 118, 498]",[6027],10
352,El Boyar - Las Palomas y Las Palomas por Grazalema.,,,"[-5.394815,36.844769]","[-5.473768,36.766795]",62,74,2048,260,1170,,"[47, 119]",[1789],5
8859,Pico Del Águila por Huesca.,,,"[-0.416222,42.14416]","[-0.402673,42.304896]",34,83,2038,440,1602,,[120],[3416],5
1282,Urkiola y Dima por Durango y Etxebarri.,,,"[-3.007159,43.292937]","[-2.645732,43.10406]",37,112,937,2,738,,"[121, 317, 414, 757]","[7525, 7527]",4
9137,Peñalba De Santiago por Ponferrada.,,,"[-6.670533,42.5769]","[-6.546559,42.434378]",29,61,932,484,1077,,[122],[3723],3
3927,Mirador De La Cabra Montés por Motril y Dúrcal.,,,"[-3.60206,37.18306]","[-3.689408,36.757152]",95,159,2296,9,1356,,[124],"[2800, 2747, 2806]",7
7636,Erlaitz-Castillo Del Inglés y Bianditz por Donostia y Irun.,,,"[-2.051858,43.272737]","[-1.847495,43.305639]",45,105,2126,2,722,,"[125, 202, 235, 257, 516]","[3217, 3193]",6
8331,Portalet y Somport por Jaca y Sabiñánigo.,,,"[-0.357282,42.505248]","[-0.425293,43.042813]",82,196,3569,327,1779,,"[129, 195]","[3421, 3465, 3470]",9
6723,Turó De L´Home y Santa Fe Del Montseny por Sant Celoni.,,,"[2.480206,41.684121]","[2.411562,41.813729]",53,103,2432,168,1670,,"[18, 88, 130, 450]",[1065],6
4115,Angliru y El Cordal por Lena.,,,"[-5.828918,43.166513]","[-5.935999,43.227801]",64,53,2242,299,1575,,"[0, 131]",[5027],5
1092,Collado De Asón - La Sía y Los Tornos por Ramales de la Victoria y Espinosa de los Monteros.,,,"[-3.598504,43.271221]","[-3.501214,43.081809]",52,82,1485,103,1270,,"[61, 132, 285]","[5834, 1274]",4
4584,El Madroño y Puerto Del Madroño por Ronda y Yunquera.,,,"[-4.881283,36.524354]","[-4.99606,36.790046]",44,139,2504,28,1126,,"[133, 569, 688, 700]","[4563, 4579]",7
1787,El Piélago y El Piélago por Casavieja.,,,"[-4.444208,40.301923]","[-4.748749,40.243909]",41,120,1904,445,1234,,"[134, 585]",[428],5
1915,El Fito por Cangas de Onís.,,,"[-5.128218,43.351]","[-5.171306,43.471016]",71,69,1056,0,590,,[135],[5006],3
5494,Peña Negra y Chía por Piedrahíta.,,,"[-5.322004,40.465496]","[-5.239472,40.359309]",77,74,1688,1030,1922,,"[136, 224]",[553],5
3219,Palombera por Torrelavega y Reinosa.,,,"[-4.140535,42.994693]","[-4.29363,43.006097]",49,115,1729,28,1990,,[137],"[5864, 5836, 5789]",5
5115,La Centenera y Nogal Del Barranco por Arenas de San Pedro.,,,"[-5.084594,40.210672]","[-5.087973,40.271355]",44,65,1842,512,1392,,"[139, 165, 633]",[392],5
5938,El Purche y La Alfaguara por Albolote.,,,"[-3.596702,37.182339]","[-3.468826,37.211933]",48,82,1810,676,1465,,"[72, 140, 714]",[2689],5
5904,Orduña por Amurrio.,,,"[-3.040122,43.075702]","[-3.029223,42.950267]",42,51,1475,206,908,,[143],[1],4
825,Colladiella y La Colladiella por Laviana y Lena.,,,"[-5.685197,43.166909]","[-5.618139,43.25735]",54,66,1223,237,847,,"[145, 463, 545, 719]","[5026, 5027]",4
7748,Campello-Portixol y Beneixama por Ontinyent y Villena.,,,"[-0.761482,38.629109]","[-0.723432,38.861487]",54,102,1453,325,988,,"[146, 918]","[7191, 274]",5
1315,Boí-Taüll y Presa De Cavallers por La Vall de Boí.,,,"[0.800887,42.503654]","[0.847683,42.57188]",50,69,1936,1098,2048,,"[147, 265, 269]",[3867],5
4574,Morcuera y Navacerrada por Moralzarzal y Soto del Real.,,,"[-3.86053,40.728269]","[-3.88189,40.876911]",79,87,1616,897,1848,,"[148, 157, 229]","[4389, 4438, 4416]",5
3508,Mirador De Ézaro y As Paxareiras por Carnota y Mazaricos.,,,"[-9.124665,42.911871]","[-9.103771,43.027664]",45,98,1754,60,575,,"[149, 537]","[2152, 2177]",5
943,Bagordi-Arrateketa y Aniz por Baztan.,,,"[-1.581152,43.111863]","[-1.552589,43.21773]",29,56,1251,182,675,,"[150, 396]",[4679],4
3128,Gaucín y El Espino por Estepona y Cortes de la Frontera.,,,"[-5.17067,36.431649]","[-5.214243,36.563985]",51,100,3111,36,1283,,"[151, 171, 488]","[4531, 4526]",7
231,Artesiaga y Aniz por Baztan y Esteribar.,,,"[-1.740441,43.086431]","[-1.515694,43.011675]",46,112,1933,0,777,,"[152, 396, 916]","[4679, 4727]",5
9153,Coto Redondo por Pontevedra.,,,"[-8.634007,42.435205]","[-8.669393,42.367977]",28,33,825,0,525,,[155],[5334],3
8339,Morcuera y Navacerrada por Rascafría.,,,"[-4.111566,40.935528]","[-3.764731,40.827549]",73,160,3111,1018,1858,,"[148, 157, 217, 229, 309]",[4416],8
4425,Lunada y Collado De Asón - La Sía por Espinosa de los Monteros.,,,"[-3.553741,43.079082]","[-3.667416,43.169903]",44,145,3445,181,1275,,"[58, 61, 132, 158, 278, 285, 522]",[1274],8
398,Abantos y Santa María De La Alameda por San Lorenzo de El Escorial.,,,"[-4.158632,40.53946]","[-4.222496,40.637589]",62,93,1968,823,1631,,"[159, 1019]",[4427],5
7,O Poio y Piedrafita por Ponferrada y Villafranca del Bierzo.,,,"[-6.598546,42.551448]","[-7.108343,42.706263]",37,122,2026,394,1342,,"[160, 321, 452]","[3723, 3805]",6
2809,Morredero - Portillinos y Peña Aguda-Llano De Las Ovejas por Ponferrada.,,,"[-6.608052,42.545959]","[-6.537501,42.335472]",42,132,2598,291,1860,,"[6, 32, 162]",[3723],7
2784,Cumbres Verdes por Albolote.,,,"[-3.618807,37.212203]","[-3.515474,37.072973]",30,61,910,654,1393,,[164],[2689],3
2841,Paso De Los Lobos-Peña De Francia y Peña De Francia por La Alberca.,,,"[-6.138633,40.526734]","[-6.260858,40.509275]",55,52,1011,955,1685,,"[166, 605]",[5370],3
8480,Cruz De La Demanda y Valdezcaray-Collado De Las Tres Cruces por Ezcaray.,,,"[-3.013452,42.328228]","[-3.025075,42.29236]",43,101,2634,804,1820,,"[65, 169]",[4120],6
4541,El Espino y Encinas Borrachas por Málaga y Ronda.,,,"[-4.464692,36.706843]","[-4.992644,36.787118]",49,141,2825,20,1063,,"[171, 426, 488, 688, 700]","[4547, 4563, 4518, 4526, 4579]",7
8365, El Vivero - Ganguren y San Pelayo por Gernika-Lumo y Bermeo.,,,"[-2.799234,43.433372]","[-2.92151,43.251434]",60,126,2536,0,413,,"[172, 327, 338, 606, 722, 927]","[7544, 7515, 7527, 7541]",7
8428,Herrera y Zaldiaran por Vitoria-Gasteiz.,,,"[-2.696112,42.840905]","[-2.675679,42.606861]",47,71,1367,523,1088,,"[173, 375]",[44],4
1525,Bikotx-Gane y Altube por Durango y Gernika-Lumo.,,,"[-2.730421,43.416023]","[-2.825488,42.957169]",30,174,2836,0,823,,"[174, 326, 353, 365, 791, 1042]","[7525, 7544, 7515, 1, 48]",8
8418,Las Viniegras por Covaleda.,,,"[-2.761847,41.909736]","[-2.885977,42.158405]",49,123,2096,846,1748,,[176],[6259],6
6936,Mendibil (Argalario) y Humaran por Zalla.,,,"[-3.0079,43.30912]","[-2.9738,43.25357]",35,78,1261,1,531,,"[181, 387, 619]",[7594],4
4659,Ancares y Sierra De Morela por Cervantes y Ibias.,,,"[-7.00423,42.9651]","[-6.82198,42.86791]",40,73,2579,295,1662,,"[3, 182, 233, 1109]","[4245, 5022]",6
8390,Almáchar y Alto De Moclinejo por Vélez-Málaga.,,,"[-3.876395,36.751728]","[-4.248358,36.793498]",53,90,1625,0,607,,"[185, 222]",[4573],5
4916,Javalambre y Javalambre (Pico) por Mora de Rubielos.,,,"[-0.753026,40.252399]","[-1.011825,40.121598]",45,82,1620,984,1937,,"[189, 475]",[6704],5
5867,Serrablo por Jaca y Sabiñánigo.,,,"[0.112441,42.033162]","[0.051612,42.446983]",83,162,1967,386,1342,,[193],"[3421, 3465, 3517]",6
8355,Portalet y Somport por Jaca y Sabiñánigo.,,,"[-0.357899,42.506023]","[-0.488988,43.05875]",69,199,3536,405,1798,,"[129, 195]","[3421, 3465, 3470]",9
4470,Iroite y Enxa por Noia y Carnota.,,,"[-9.084782,42.761316]","[-8.896153,42.719643]",21,102,1603,3,668,,"[96, 196]","[2189, 2152]",5
7627,Azurki y Endoia por Zarautz y Azkoitia.,,,"[-2.05204,43.272798]","[-2.327149,43.186725]",53,118,2885,1,686,,"[46, 197, 724]","[3227, 3165]",7
3501,Boquete De Zafarraya y El Sol por Loja y Albolote.,,,"[-3.631304,37.123611]","[-4.199029,36.949698]",90,205,2536,205,1087,,"[198, 258, 492, 826]","[2787, 2689, 2771, 2697]",8
7639,Bianditz y Jaizkibel por Donostia y Irun.,,,"[-2.051871,43.271953]","[-1.831075,43.369945]",59,72,1700,44,766,,"[202, 257]","[3217, 3193]",5
5866,Laguna Negra y Santa Inés por Covaleda.,,,"[-2.931547,41.954625]","[-2.787442,42.058797]",40,112,2240,1057,1739,,"[204, 682]",[6259],6
8382,El Mediano y Arrebatacapas por El Tiemblo.,,,"[-4.463549,40.461617]","[-4.537591,40.591875]",56,53,1208,788,1376,,"[205, 310]",[605],4
4391,Santa Marina por Oyón-Oion.,,,"[-2.463041,42.47065]","[-2.357692,42.252077]",34,93,1357,383,1254,,[206],[31],4
4749,Peñas Negras - La Asturiana y Peñas Negras por Zalla.,,,"[-2.927977,43.249677]","[-3.097438,43.292361]",62,73,1053,0,509,,"[207, 619]",[7594],4
8867,Andatzarrate-Iturriotz y Aia por Zarautz.,,,"[-2.148161,43.290499]","[-2.139061,43.20226]",33,46,895,0,581,,"[211, 812, 911]",[3227],3
3833,Piornal por Jaraíz de la Vera.,,,"[-5.755985,40.056633]","[-5.805357,40.127565]",38,67,1401,639,1419,,[212],[1650],4
3619,Honduras y Tornavacas por Hervás.,,,"[-5.864622,40.269531]","[-5.67037,40.269159]",41,93,2342,564,1422,,"[100, 213]",[1642],6
1521,Paresi y San Pelayo por Bermeo.,,,"[-2.728809,43.416939]","[-2.936204,43.367123]",38,81,1274,0,399,,"[214, 327, 722, 835]",[7515],4
8366,El Boyar - Las Palomas y Las Palomas por Grazalema.,,,"[-5.424817,36.876877]","[-5.379538,36.697183]",60,97,2083,258,1183,,"[47, 119, 215]",[1789],5
92,Morcuera y Navafría por Soto del Real y Rascafría.,,,"[-3.783587,40.754666]","[-3.815461,40.984953]",71,105,2257,923,1767,,"[148, 217]","[4438, 4416]",6
8435,Venta La Gloria por Málaga y Almogía.,,,"[-4.497173,36.759328]","[-4.50411,36.813281]",47,45,1292,49,449,,[219],"[4547, 4491]",4
2650,Cotefablo por Sabiñánigo.,,,"[-0.302676,42.620743]","[-0.065283,42.650051]",60,63,1687,944,1414,,[221],[3465],4
8425,Santopitar y Almáchar por Málaga.,,,"[-4.314326,36.714394]","[-4.247009,36.84877]",48,77,2799,3,865,,"[109, 185, 222]",[4547],6
6621,Peña Negra y Chía por Piedrahíta.,,,"[-5.055652,40.368559]","[-5.31427,40.445322]",48,93,2189,1025,1916,,"[136, 224]",[553],6
8957,Ubal por Ramales de la Victoria.,,,"[-3.448179,43.394822]","[-3.399656,43.209004]",32,77,3054,46,704,,[227],[5834],7
7116,Morcuera y Navacerrada por Moralzarzal y Soto del Real.,,,"[-3.781742,40.764983]","[-3.886257,40.853703]",63,89,1569,921,1819,,"[148, 157, 229]","[4389, 4438, 4416]",5
3449,Ermita De Los Tres Juanes por Albolote.,,,"[-3.606054,37.17062]","[-3.709678,37.212184]",32,39,390,565,898,,[230],[2689],2
7486,Peñón De Algámitas y Puerto Del Zamorano por Morón de la Frontera y Olvera.,,,"[-5.445407,37.12569]","[-5.171837,37.018507]",33,85,1504,191,781,,"[231, 754]","[6155, 1794, 6180]",4
3813,San Juan De La Peña por Jaca.,,,"[-0.552865,42.566383]","[-0.7715,42.554278]",42,102,1596,609,1229,,[232],[3421],5
4658,Ancares y Campa De Laviadas por A Fonsagrada y Cervantes.,,,"[-7.00459,42.96427]","[-6.84312,42.94482]",40,107,3962,274,1662,,"[3, 233, 1109]","[4251, 4245, 5022]",8
2719,Erlaitz-Castillo Del Inglés y Castillo Del Inglés por Donostia y Irun.,,,"[-2.004132,43.299647]","[-1.777005,43.33254]",41,70,1205,0,509,,"[125, 235, 257, 516]","[3217, 3193]",4
1590,Segura De La Sierra y El Bellotar por Siles.,,,"[-2.613152,38.517691]","[-2.636914,38.299335]",41,108,3420,666,1366,,"[236, 758]",[3595],8
3139,Ancares y O Portelo-Comeal por Villafranca del Bierzo y Ibias.,,,"[-6.7257,42.598795]","[-6.86084,42.906301]",34,172,3833,477,1652,,"[3, 237, 321, 335, 1109]","[3805, 5022]",9
7904,Marjana por Llíria.,,,"[-0.630266,39.568062]","[-0.875382,39.568416]",45,71,1213,0,765,,[238],[7154],4
2302,Puerto Camacho y Conjuros por Motril y Órgiva.,,,"[-3.514432,36.836017]","[-3.370816,36.790659]",77,86,2518,27,1131,,"[5, 239]","[2800, 2806]",6
4730,Uriondo por Etxebarri.,,,"[-2.933823,43.24995]","[-2.870009,43.178326]",38,41,838,5,388,,[240],[7527],3
4455,El Peñón y Laguna De Los Peces por Puebla de Sanabria.,,,"[-6.190693,42.187439]","[-6.716449,42.144903]",46,164,2377,923,1835,,"[76, 241]",[7763],7
