ID,name,ccaa,province,start,midpoint,trailrank,distance,gradient,min_alt,max_alt,municipality,mountain_passes_ids,municipalities_ids,difficulty_score
1441,Cabanes por Alcalà de Xivert y Cabanes.,,,"[0.078286,40.054856]","[0.027183,40.486135]",61,151,1551,0,663,,[959],"[1820, 1846, 1819]",5
8054,Salinas De Léniz y Arlaban por Vitoria-Gasteiz y Arrasate.,,,"[-2.686682,42.862827]","[-2.567517,43.034561]",36,92,1142,230,749,,"[279, 373, 686, 961]","[44, 3203, 48]",4
8023,Puerto Artafi por Córdoba y Espiel.,,,"[-4.78868,37.88938]","[-5.0326,38.04505]",36,93,1847,168,836,,[964],"[2076, 2081]",5
2126,Castroviejo por Nájera.,,,"[-2.844052,42.393677]","[-2.662162,42.335947]",23,59,713,499,968,,[965],[4158],3
1116,La Aldea - Bernedo y Santuario De Codés por Campezo.,,,"[-2.093936,42.58895]","[-2.443885,42.610706]",35,111,1765,475,985,,"[266, 968]",[12],5
6010,Benagéber (El Sequer) por Requena.,,,"[-1.112691,39.489112]","[-0.976666,39.819861]",62,189,3220,231,1227,,[969],[7220],8
4006,Ochichar por Loja y Albolote.,,,"[-3.605622,37.161633]","[-4.017614,37.079639]",89,143,1509,406,1002,,[970],"[2787, 2689, 2771, 2697]",5
8473,Uitzi y Basakabi/Alto De Ezkurra por Irurtzun.,,,"[-1.828463,42.918049]","[-1.912105,43.05634]",43,137,2987,339,873,,"[378, 394, 971]",[4897],7
393,Puerto De La Calerilla por Ronda y Olvera.,,,"[-5.413212,36.876047]","[-5.14319,36.759115]",62,92,1690,362,777,,[974],"[4563, 1794]",5
10040,Puerto Del Zamorano y Puerto De Los Barrancos Blancos por El Saucejo.,,,"[-5.115786,37.240187]","[-5.161652,37.017466]",8,73,1388,228,767,,"[754, 975]",[6180],4
6970,Aracena y Santa Ana La Real por Aracena y Fuentes de León.,,,"[-6.492387,37.865306]","[-6.678597,37.928012]",40,170,3436,351,891,,"[312, 976]","[3243, 688]",8
7049,Ricote y Puerto De Ricote por Murcia.,,,"[-1.176836,38.073912]","[-1.450725,38.161204]",64,101,1007,99,518,,"[978, 1001]",[4613],4
9701,Santo Domingo por Zalla.,,,"[-3.126214,43.210795]","[-3.204688,43.21916]",15,31,1009,87,716,,[982],[7594],3
1613,Orduña y Peña Angulo por Etxebarri y Amurrio.,,,"[-2.916983,43.259246]","[-3.183578,42.96085]",31,132,1661,3,892,,"[143, 264, 757, 983]","[7527, 1, 7594, 1484]",5
6807,Errea y Usetxi por Pamplona y Esteribar.,,,"[-1.598161,42.81239]","[-1.526074,42.946155]",20,67,1140,476,895,,"[871, 984]","[4830, 4727]",4
925,Angliru y La Venta´L Aire por Oviedo y Lena.,,,"[-5.850562,43.356317]","[-5.940257,43.224705]",43,66,2449,128,1588,,"[0, 986, 1071]","[5039, 5027]",6
5141,Monasterio De Valvanera por Nájera.,,,"[-2.730876,42.415281]","[-2.779088,42.249615]",32,88,1222,482,1001,,[987],[4158],4
8115,Perdón por Pamplona y Puente la Reina.,,,"[-1.669138,42.807495]","[-1.774459,42.686058]",46,60,877,374,764,,[988],"[4830, 4835]",3
8590,Los Heros por Zalla y Valle de Mena.,,,"[-2.955231,43.261207]","[-3.191855,43.161446]",39,71,1563,0,362,,[989],"[7594, 1484]",4
7441,Presa Del Atazar por Torrelaguna.,,,"[-3.533273,40.826878]","[-3.477432,40.919886]",39,47,743,701,1087,,[990],[4445],3
5633,Potiche por Riópar.,,,"[-2.073041,38.555518]","[-2.441814,38.498139]",36,114,2595,648,1481,,[991],[117],6
1200,Urkarregi (San Miguel) y Itziar por Azkoitia y Ondarroa.,,,"[-2.312613,43.173191]","[-2.476966,43.34995]",39,101,1392,11,406,,"[992, 1059]","[3165, 7571]",4
2567,Ciudad Encantada y Alto Del Lugar por Cuenca.,,,"[-2.130191,40.05931]","[-1.916012,40.212715]",48,84,1134,912,1416,,"[860, 993]",[2295],4
3713,Urtsua y Lizarrieta por Baztan.,,,"[-1.688185,43.275389]","[-1.626493,43.232666]",40,92,2677,12,595,,"[882, 1000, 1048]",[4679],6
8099,Ricote y Puerto De Ricote por Murcia.,,,"[-1.177155,38.068066]","[-1.420955,38.168203]",50,103,1164,84,519,,"[978, 1001]",[4613],4
1075,Elosua - Gorla y Endoia por Arrasate y Azkoitia.,,,"[-2.484789,43.065652]","[-2.332043,43.278533]",29,119,2417,0,684,,"[178, 197, 290, 379, 1003, 1059]","[3203, 3165]",6
111,Cerro Negrillo por Hornachuelos.,,,"[-5.533557,37.658061]","[-5.509969,37.817146]",58,125,1243,42,796,,[1005],[2091],5
4127,El Purche y El Lucero por Dúrcal y Órgiva.,,,"[-3.602142,37.183057]","[-3.64931,37.05938]",71,125,1869,566,1492,,"[72, 1006]","[2747, 2806]",5
6769,El Sequén por Murcia y Orihuela.,,,"[-1.127975,37.945597]","[-1.039709,38.042782]",37,45,109,0,50,,[1012],"[4613, 235]",2
353,Campo Do Pozo por Santa Comba.,,,"[-8.656387,43.021834]","[-9.005246,43.221781]",28,107,1382,0,387,,[1013],[2208],4
1955,Pesadoira por Noia y Santa Comba.,,,"[-8.69431,43.211273]","[-8.867931,42.847081]",31,124,1924,3,507,,[1016],"[2189, 2208, 2177]",6
336,Santa María De La Alameda por San Lorenzo de El Escorial.,,,"[-4.159007,40.539515]","[-4.263529,40.611356]",62,62,1421,897,1439,,[1019],[4427],4
5478,Sojo por Valle de Mena.,,,"[-3.077642,43.177831]","[-3.192013,43.03168]",23,60,1352,77,720,,[1022],[1484],4
3940,Cocañín por Siero y Villaviciosa.,,,"[-5.685914,43.300344]","[-5.515914,43.399291]",43,70,1016,205,578,,[1023],"[5061, 5071, 5026]",3
1616,Las Muñecas y Talledo por Castro-Urdiales.,,,"[-2.955194,43.260541]","[-3.121398,43.304132]",33,49,785,6,377,,"[342, 1027]",[5797],3
3453,Blancares por Guadix.,,,"[-3.596533,37.182243]","[-3.155563,37.224698]",93,140,1832,683,1299,,[1030],[2761],6
3213,Portillo Del Busto y Portillo De Busto por Oña.,,,"[-3.294454,42.768979]","[-3.427395,42.685716]",33,63,638,524,986,,"[297, 1032]",[1360],3
23,Fuente Las Varas y Cruz De Usaño por Bárcena de Cicero y Ribamontán al Monte.,,,"[-3.524656,43.492172]","[-3.613798,43.279841]",49,88,1531,0,688,,"[859, 1034]","[5786, 5839]",4
4198,Arratzain por Donostia.,,,"[-1.884367,43.30973]","[-2.048869,43.269352]",37,45,592,45,293,,[1035],[3217],2
3341,Balcón De Bizkaia por Gernika-Lumo.,,,"[-2.677955,43.319631]","[-2.613576,43.240914]",32,36,804,57,842,,[1042],[7544],3
1362,Uitzi y Basakabi/Alto De Ezkurra por Donostia.,,,"[-2.201372,43.0479]","[-1.910048,43.032027]",43,131,2488,0,1247,,"[378, 394, 1043]",[3217],7
2728,Alkiza y Orendain por Donostia y Tolosa.,,,"[-1.951796,43.31618]","[-2.09038,43.048694]",29,96,1090,0,409,,"[347, 1044]","[3217, 3219]",4
211,Jaizkibel y Aritxulegi por Irun.,,,"[-1.800152,43.343581]","[-1.762427,43.263298]",47,82,1669,0,506,,"[257, 842, 1048]",[3193],5
4400,Puerto Lope (Velillos) y Montefrío por Loja y Albolote.,,,"[-3.611064,37.162217]","[-4.143265,37.276972]",86,170,1623,340,962,,"[354, 833, 912, 1049]","[2787, 2689, 2771]",6
656,Ebo y Tollos por Xaló.,,,"[-0.25244,38.794176]","[-0.06736,38.748114]",58,74,1213,91,823,,"[307, 1053]",[218],4
762,Etxauri y San Salvador por Altsasu y Irurtzun.,,,"[-2.163117,42.891573]","[-1.779919,42.813723]",39,136,2049,335,1126,,"[286, 615, 1054]","[4638, 4897, 4888]",6
6089,Los Braciquios(Barqueros) por Murcia y Alhama de Murcia.,,,"[-1.180164,38.018242]","[-1.557147,37.862119]",19,125,1456,45,1186,,[1055],"[4613, 4591]",5
5325,El Padrún por Oviedo.,,,"[-5.82765,43.381421]","[-5.766355,43.280909]",52,53,776,134,384,,[1056],[5039],3
7626,Itziar por Zarautz.,,,"[-2.052612,43.273229]","[-2.339519,43.287768]",40,91,984,32,273,,[1059],[3227],4
1199,Udana y Mandubia por Azkoitia y Ormaiztegi.,,,"[-2.31229,43.173416]","[-2.284896,43.048259]",38,72,902,88,525,,"[386, 917, 1065]","[3165, 3210]",3
5671,Simat por Benirredrà.,,,"[-0.161645,38.988477]","[-0.313618,39.058408]",80,53,560,43,453,,[1066],[7073],3
8723,Nuestra Señora De Tremedal y Orihuela por Albarracín.,,,"[-1.587912,40.507167]","[-1.654955,40.337626]",36,103,1972,1196,1683,,"[893, 1070]",[6572],5
265,El Cordal y El Padrún por Oviedo y Lena.,,,"[-5.848314,43.358102]","[-5.874929,43.228337]",41,77,1863,93,745,,"[131, 1056, 1071]","[5039, 5027]",5
8464,Coll De Bot por Valderrobres y Horta de Sant Joan.,,,"[0.258595,40.908898]","[0.322272,41.050032]",44,73,2147,228,561,,[1072],"[6784, 6450]",5
1841,Olleros De Alba por León y La Robla.,,,"[-5.570969,42.598177]","[-5.644697,42.805309]",36,83,791,804,1198,,[1074],"[3698, 3740]",3
784,Estacas De Trueba y La Braguía por Torrelavega y Corvera de Toranzo.,,,"[-4.108435,43.362268]","[-3.708115,43.118075]",42,136,2333,12,1150,,"[158, 278, 1076]","[5864, 5803]",6
232,Belate por Baztan.,,,"[-1.741434,43.086656]","[-1.608431,43.056239]",37,72,1088,108,842,,[1080],[4679],4
181, El Vivero - Ganguren y El Vivero por Etxebarri.,,,"[-2.892706,43.248174]","[-2.81896,43.327725]",37,67,961,24,405,,"[172, 606, 1084]",[7527],3
4669,La Horca y Rosales por Medina de Pomar.,,,"[-3.488373,42.94016]","[-3.279174,42.917522]",18,59,956,578,898,,"[376, 1088]",[1337],3
9550,Maigmó por Alicante y Agost.,,,"[-0.514641,38.394203]","[-0.632497,38.501744]",19,48,1550,100,1260,,[1089],"[151, 139]",4
7621,Larraitz por Tolosa y Ormaiztegi.,,,"[-2.05171,43.271959]","[-2.210355,43.04659]",61,120,1427,46,452,,[1090],"[3219, 3210]",5
1469,Albaida por València y Alicante.,,,"[-0.425523,39.4984]","[0.116353,38.729178]",48,200,1323,0,276,,[1092],"[7257, 151, 168]",6
408,Puerto Alto y El Ronquillo por Santa Olalla del Cala.,,,"[-6.174915,37.626588]","[-6.285276,37.858176]",51,96,1311,121,526,,"[1081, 1093]",[3305],4
396,Puerto De La Araña por Morón de la Frontera y Olvera.,,,"[-5.460681,37.123818]","[-5.427382,36.916538]",75,93,1426,169,630,,[1094],"[6155, 1794]",4
8755,Herrera y Opakua por Vitoria-Gasteiz y Agurain.,,,"[-2.463555,42.473037]","[-2.493167,42.832475]",35,151,2485,340,1111,,"[173, 776, 1095]","[44, 36, 31, 12]",7
1084,Atxondo y Goiuria por Durango.,,,"[-2.579304,43.101527]","[-2.6068,43.175429]",29,40,571,112,390,,"[712, 1039, 1096]",[7525],2
5769,Estacas De Trueba y La Matanela por Medina de Pomar y Espinosa de los Monteros.,,,"[-3.567376,42.94117]","[-3.813472,43.129158]",43,115,1526,303,1141,,"[158, 252, 1097]","[1337, 1274]",5
4340,Pajares y El Cordal por Oviedo y León.,,,"[-5.587775,42.631307]","[-5.771882,43.058666]",43,114,1725,129,1386,,"[69, 131, 1098]","[5039, 3698, 5027, 3740]",5
4191,Unbe por Gorliz.,,,"[-2.91256,43.297127]","[-2.876279,43.434041]",34,56,951,0,319,,[1099],[7541],3
5367,La Hayuela por Cabezón de la Sal.,,,"[-4.259646,43.378867]","[-4.280262,43.319366]",44,56,1006,84,403,,[1101],[5789],3
9531,La Almenara por Hornachuelos.,,,"[-5.106862,37.803821]","[-5.989482,37.41337]",19,226,2060,2,92,,[1102],[2091],7
8196,Puerto Del Garruchal por Murcia y Orihuela.,,,"[-1.132533,37.974005]","[-0.890773,37.966742]",39,95,811,38,295,,[1103],"[4613, 235]",3
8414,Boquete De Zafarraya y El Sol por Colmenar.,,,"[-4.256814,36.996258]","[-4.244435,37.031132]",49,110,2254,258,1100,,"[198, 258, 492, 1104]",[4523],6
8047,Herrera y La Aldea - Bernedo por Vitoria-Gasteiz y Altsasu.,,,"[-2.685705,42.837551]","[-2.442126,42.713167]",36,204,2858,514,1094,,"[173, 266, 322, 375, 596, 1105]","[44, 4638]",8
7348,Sorogain por Tolosa.,,,"[-2.070313,43.15374]","[-1.964426,43.160364]",19,49,647,42,641,,[1107],[3219],3
2637,Oiz y Gontzegaraigane por Ondarroa.,,,"[-2.355781,43.290511]","[-2.597232,43.227943]",29,97,1650,50,1071,,"[12, 382, 417, 992, 1110]",[7571],5
5288,Alto De Couso por Ourense y Maceda.,,,"[-7.865578,42.356885]","[-7.595964,42.299825]",43,89,1789,92,1301,,[1113],"[4956, 4945]",5
8417,Peñarroya por Mora de Rubielos.,,,"[-1.104652,40.341765]","[-0.733963,40.365636]",49,140,2694,909,1959,,[1115],[6704],7
3378,Collada De Arnicio por Gijón y Siero.,,,"[-5.683989,43.519741]","[-5.373615,43.237389]",39,161,2091,5,934,,[1118],"[5018, 5061, 5071, 5026, 5009]",6
1837,Ermita De Pallerols por Benicarló y La Sénia.,,,"[0.427852,40.412068]","[0.284196,40.675179]",27,87,972,28,796,,[1119],"[1841, 6423]",4
7865,Ravell por Vic.,,,"[2.265727,41.92962]","[2.441296,41.854413]",68,62,1227,463,997,,[1122],[1161],4
