ID,name,province,municipality,altitude,gradient,distance,mountain_slope,technical_difficulty,url,peak_coords,photo
1072,Coll De Bot,Tarragona,Río Canaletes,478,250,4.8,5.1,39,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1270,"[0.3865629988592867,41.0479332]",
1074,Olleros De Alba,León,La Robla,1204,254,8.7,2.9,38,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1014,"[-5.6974329,42.7999639]",
1076,Trascampo,Cantabria,Puente Viesgo,292,214,3.8,5.6,37,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1857,"[-4.0070199,43.2877489]",
1080,Belate,Navarra,Ventas de Arraitz,848,253,6.6,3.8,37,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1831,"[-1.6092558,43.048927]",
1081,Puerto Alto,Huelva,Sur,686,267,6.6,4.1,37,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0331,"[-6.397659,37.7708154]",
1084,Ergoien,Bizkaia,Amorebieta,290,219,4.4,4.9,36,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0862,"[-2.8170293,43.3262855]",
1088,Rosales,Burgos,Medina de Pomar,772,202,3.0,4.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=064,"[-3.4352588,42.9413726]",
1089,Maigmó,Alicante,Tibi,668,212,5.5,3.8,35,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1040,"[-0.6312948,38.5018761]",
1090,Larraitz,Gipuzkoa,Zaldibia,400,229,5.0,4.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=010,"[-2.09872,43.0370272]",
1092,Albaida,Alicante,Muro d´Alcoi,592,221,6.1,3.6,34,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1196,"[0.0069876,38.8659226]",
1093,El Ronquillo,Sevilla,Las Baterias,338,218,6.8,2.9,34,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0157,"[-6.1765564,37.7260948]",
1094,Puerto De La Araña,Sevilla,Río Guadalporcún,472,236,6.0,3.9,34,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0410,"[-5.4263832,36.938339]",
1095,San Vicente De Arana,Álava,Santa Cruz de Campezo,797,247,8.9,2.7,34,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1361,"[-2.360863,42.7442025]",
1096,Garai,Bizkaia,Gerediaga,352,218,3.9,5.5,34,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1584,"[-2.6114951,43.1936552]",
1097,Argomedo,Burgos,Santelices,888,215,3.9,5.5,33,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1889,"[-3.7654509,42.9828376]",
1098,El Rabizo,León,La Robla,1162,210,4.5,4.6,33,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0825,"[-5.6037015,42.7793308]",
1099,Unbe,Bizkaia,Asua,221,217,5.0,4.0,32,https://www.altimetrias.net/aspbk/verPuerto.asp?id=027,"[-2.922062365241233,43.33846435]",
1100,Arreo,Álava,Salinas de Añana,764,204,4.7,4.3,32,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1883,"[-2.9691477,42.7846513]",
1101,La Hayuela,Cantabria,Comillas,290,267,6.7,3.8,31,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0391,"[-4.2672032,43.3365144]",
1102,La Almenara,Sevilla,Peñaflor (Sur),302,213,5.6,3.8,31,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0607,"[-5.3663691,37.7097548]",
1103,Puerto Del Garruchal,Murcia,San José de la Vega,296,220,7.2,3.0,31,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1130,"[-1.0484362,37.9117688]",
1104,Puerto Sabar,Málaga,Riogordo,595,220,5.2,4.2,31,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0936,"[-4.263456,36.9379208]",
1105,Iturrieta,Álava,Kontrasta,998,206,4.5,4.5,31,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1363,"[-2.3329227,42.793026]",
1107,Sorogain,Navarra,NA-135 (Navarra),965,209,8.2,2.5,30,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0228,"[-1.9069077,43.0813108]",
1109,Ancares,Lugo,Pan do Zarco,1670,1875,35.0,3.8,512,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0991,"[-6.8191899,42.8687899]",
1110,Oiz Mendia,Bizkaia,Mendata-Totorika-Gortaguren,1020,1000,27.0,3.6,405,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0099,"[-2.5929333,43.227567]",
1113,Alto De Couso,Lugo,O Chao de Pousadoiro-San Fiz,821,598,8.8,6.7,131,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1476,"[-7.6667099,42.3116892]",
1115,Peñarroya,Teruel,Linares,1962,729,22.0,3.2,121,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=2051,"[-0.627586,40.373285]",
1118,Collada De Arnicio,Asturias,La Marea (Piloña),916,588,9.4,6.3,115,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0653,"[-5.3647004,43.2319393]",
1119,Ermita De Pallerols,Tarragona,La Senia,772,405,6.0,6.7,112,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1360,"[0.282952,40.677954]",
1122,Ravell,Girona,Arbúcies,1005,700,17.0,4.1,98,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0808,"[2.4336724,41.8529456]",
